Datetime,id,IsSelected,Gender,College,StudentProgram,GraduationYear,NHackathon,Role,HasTeam,TeamMembers,TeamId,University,TeamSize
24/07/2016 21:43:25,344,N,M,Não USP,,,1,Desenvolvedor,Sim,"344, 430",48,Unip,2
24/07/2016 21:44:08,317,N,M,Poli,Engenharia da Computação,4,2,Desenvolvedor,Sim,"104, 218, 317, 352",4,,4
24/07/2016 21:47:32,207,N,M,Não USP,,,1,Desenvolvedor,Não,,0,UNICAMP,1
24/07/2016 21:47:35,248,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Sim,"24, 248, 257, 271, 327, 389",34,,6
24/07/2016 21:49:04,397,N,M,Não USP,,,0,Designer,Não,,0,Anhanguera,1
24/07/2016 21:50:36,425,N,M,Não USP,,,0,Desenvolvedor,Não,,0,UFSCar ,1
24/07/2016 21:51:39,27,N,M,Poli,Engenharia do Petróleo,5,0,Empreendedor/Negócios,Sim,"27, 120, 328",38,,3
24/07/2016 21:51:53,498,S,F,Poli,Engenharia da Computação,1,0,Desenvolvedor,Sim,"135, 498",11,,2
24/07/2016 21:53:26,434,N,M,Não USP,,,2,Desenvolvedor,Não,,0,UNICAMP,1
24/07/2016 21:55:07,120,N,M,EACH,Bacharelado em Sistemas de Informação,3,0,Desenvolvedor,Sim,"27, 120, 328",38,,3
24/07/2016 21:55:34,139,N,M,Não USP,,,5,Desenvolvedor,Não,,0,FIT - Faculdade Impacta de Tecnologia,1
24/07/2016 21:56:03,276,N,M,Não USP,,,0,Desenvolvedor,Não,,0,Universidade Presbiteriana Mackenzie,1
24/07/2016 21:56:13,315,N,M,FEA,Bacharelado em Administração,3,0,Empreendedor/Negócios,Não,,0,,1
24/07/2016 21:57:04,462,N,M,Não USP,,,0,Empreendedor/Negócios,Não,,0,FGV,1
24/07/2016 21:57:59,198,N,M,Poli,Engenharia Elétrica,1,0,Empreendedor/Negócios,Não,"198, 308, 338,  537",23,,4
24/07/2016 21:58:18,331,N,M,Não USP,,,0,Desenvolvedor,Não,,0,Fatec,1
24/07/2016 21:58:44,168,N,M,FEA,Bacharelado em Administração,4,0,Empreendedor/Negócios,Não,,0,,1
24/07/2016 21:58:50,316,N,M,Não USP,,,0,Desenvolvedor,Não,,0,Fatec,1
24/07/2016 21:59:29,371,N,F,Não USP,,,0,Empreendedor/Negócios,Não,,0,Anhanguera ,1
24/07/2016 22:00:04,160,N,M,Não USP,,,5,Desenvolvedor,Não,,0,FIAP,1
24/07/2016 22:03:31,65,N,M,EACH,Bacharelado em Sistemas de Informação,3,0,Desenvolvedor,Não,,0,,1
24/07/2016 22:03:37,495,N,F,FEA,Economia,2,0,Empreendedor/Negócios,Não,,0,,1
24/07/2016 22:07:34,204,N,M,Não USP,,,0,Desenvolvedor,Não,,0,Fatec,1
24/07/2016 22:08:27,126,N,M,Não USP,,,0,Desenvolvedor,Não,,0,UFSCar,1
24/07/2016 22:09:22,378,N,M,Não USP,,,0,Desenvolvedor,Não,,0,Anhanguera ,1
24/07/2016 22:10:33,311,N,M,FEA,Bacharelado em Administração,3,0,Empreendedor/Negócios,Não,"311, 516",46,,2
24/07/2016 22:10:46,79,N,M,Não USP,,,0,Designer,Não,,0,Universidade Presbiteriana Mackenzie,1
24/07/2016 22:11:40,458,N,M,EACH,Bacharelado em Sistemas de Informação,3,0,Desenvolvedor,Sim,"443, 454, 458",51,,3
24/07/2016 22:12:33,41,N,M,Não USP,,,0,Designer,Não,,0,UNICAMP,1
24/07/2016 22:15:07,516,N,M,FEA,Bacharelado em Administração,3,0,Empreendedor/Negócios,Sim,"311, 516",46,,2
24/07/2016 22:15:48,208,N,M,FEA,Ciências Atuariais,3,1,Empreendedor/Negócios,Não,,0,,1
24/07/2016 22:16:48,260,S,M,Não USP,,,2,Desenvolvedor,Não,,0,FIAP,1
24/07/2016 22:17:00,247,S,M,IME,Bacharelado em Ciência da Computação,1,0,Desenvolvedor,Não,,0,,1
24/07/2016 22:24:00,515,N,M,Não USP,,,1,Desenvolvedor,Não,,0,Fatec,1
24/07/2016 22:24:14,328,N,M,Poli,Engenharia de Minas,4,2,Desenvolvedor,Sim,"27, 120, 328",38,,3
24/07/2016 22:24:32,514,N,M,Não USP,,,2,Empreendedor/Negócios,Não,,0,ESPM,1
24/07/2016 22:25:22,72,S,F,Não USP,,,1,Designer,Não,,0,Universidade Anhembi Morumbi,1
24/07/2016 22:26:21,443,N,M,EACH,Bacharelado em Sistemas de Informação,3,0,Desenvolvedor,Sim,"443, 454, 458",51,,3
24/07/2016 22:27:02,387,N,M,EACH,Bacharelado em Sistemas de Informação,4,0,Desenvolvedor,Sim,"212, 284, 387, 447",28,,4
24/07/2016 22:28:15,69,N,M,Não USP,,,0,Empreendedor/Negócios,Não,,0,UNICAMP,1
24/07/2016 22:31:50,293,N,F,FEA,Economia,1,0,Empreendedor/Negócios,Não,,0,,1
24/07/2016 22:33:12,119,N,M,Não USP,,,2,Desenvolvedor,Não,,0,UTFPR,1
24/07/2016 22:33:13,356,N,M,IME,Bacharelado em Ciência da Computação,2,1,Desenvolvedor,Não,,0,,1
24/07/2016 22:33:44,224,N,M,FEA,Economia,1,1,Desenvolvedor,Sim,"224, 539",30,,2
24/07/2016 22:36:52,401,N,M,EACH,Bacharelado em Sistemas de Informação,4,0,Designer,Não,,0,,1
24/07/2016 22:37:07,501,N,F,EACH,Bacharelado em Sistemas de Informação,4,0,Desenvolvedor,Não,,0,,1
24/07/2016 22:38:13,102,N,M,Poli,Engenharia Elétrica,5,0,Desenvolvedor,Sim,"102, 277, 427",3,,3
24/07/2016 22:39:45,183,S,M,EACH,Bacharelado em Sistemas de Informação,4,0,Cientista de Dados,Sim,"171, 183, 230, 232",22,,4
24/07/2016 22:40:14,380,N,M,IME,Pós-graduação em Bioinformática,Pós-graduação,0,Desenvolvedor,Não,,0,,1
24/07/2016 22:42:27,298,N,M,Não USP,,,2,Empreendedor/Negócios,Sim,"137, 289",12,FIAP,2
24/07/2016 22:44:53,532,N,M,EACH,Bacharelado em Sistemas de Informação,4,2,Desenvolvedor,Não,,0,,1
24/07/2016 22:46:15,2,S,F,Não USP,,,0,Designer,Não,,0,Faculdade de Sergipe,1
24/07/2016 22:46:16,390,N,M,Não USP,,,1,Desenvolvedor,Não,,0,Universidade Presbiteriana Mackenzie ,1
24/07/2016 22:47:26,24,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Sim,"24, 248, 257, 271, 327, 389",34,,6
24/07/2016 22:49:51,374,N,M,Não USP,,,2,Empreendedor/Negócios,Não,,0,BandTEC,1
24/07/2016 22:50:40,427,N,M,Poli,Engenharia da Computação,5,0,Desenvolvedor,Sim,"102, 277, 427",3,,3
24/07/2016 22:54:34,481,N,M,Não USP,,,2,Desenvolvedor,Não,,0,Universidade Presbiteriana Mackenzie,1
24/07/2016 22:58:18,64,N,M,Não USP,,,0,Empreendedor/Negócios,Não,,0,Universidade Federal do ABC,1
24/07/2016 22:58:41,307,N,M,Poli,Engenharia Mecatrônica,1,0,Desenvolvedor,Não,"307, 382",45,,2
24/07/2016 22:59:28,403,N,F,Não USP,,,1,Empreendedor/Negócios,Não,,0,FIAP,1
24/07/2016 22:59:30,389,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Sim,"24, 248, 257, 271, 327, 389",34,,6
24/07/2016 23:04:39,203,N,M,IF,Física,1,0,Desenvolvedor,Sim,,0,,1
24/07/2016 23:17:09,354,N,F,EACH,Bacharelado em Sistemas de Informação,1,1,Designer,Não,,0,,1
24/07/2016 23:19:31,113,N,M,Não USP,,,1,Empreendedor/Negócios,Não,,0,IBMEC,1
24/07/2016 23:24:49,137,N,M,ICMC,Pós-graduação em Ciência da Computação,Pós-graduação,0,Desenvolvedor,Sim,"137, 289",12,,2
24/07/2016 23:25:51,414,N,M,Não USP,,,0,Desenvolvedor,Não,,0,UFSCar,1
24/07/2016 23:30:49,162,N,M,Poli,Engenharia de Materiais,1,2,Desenvolvedor,Não,,0,,1
24/07/2016 23:32:52,534,N,M,Poli,Engenharia Mecânica,4,0,Empreendedor/Negócios,Sim,"59, 400, 404, 534",57,,4
24/07/2016 23:37:07,176,N,M,Poli,Engenharia da Computação,3,0,Desenvolvedor,Não,,0,,1
24/07/2016 23:40:52,132,N,M,FEA,Economia,5,2,Empreendedor/Negócios,Não,,0,,1
24/07/2016 23:42:05,287,N,M,Poli,Engenharia Elétrica,2,0,Desenvolvedor,Não,,0,,1
24/07/2016 23:42:40,9,N,F,Não USP,,,0,Empreendedor/Negócios,Não,,0,UFRJ,1
24/07/2016 23:43:42,366,N,M,Não USP,,,0,Desenvolvedor,Não,,0,UniCEUB / NCTU,1
24/07/2016 23:48:56,151,N,M,Poli,Engenharia de Produção,5,0,Empreendedor/Negócios,Sim,"138, 151, 175",13,,3
24/07/2016 23:57:43,487,N,M,EACH,Modelagem de Sistemas Complexos,Pós-graduação,0,Desenvolvedor,Não,,0,,1
24/07/2016 23:59:01,503,S,M,IME,Bacharelado em Ciência da Computação,4,2,Desenvolvedor,Não,"244, 251, 503",35,,3
24/07/2016 23:59:52,174,N,M,Não USP,,,2,Empreendedor/Negócios,Não,,0,Universidade Anhembi Morumbi,1
24/08/2016 00:03:31,261,N,M,Não USP,,,2,Desenvolvedor,Não,,0,UFCG,1
25/07/2016 00:00:37,518,N,M,IME,Bacharelado em Ciência da Computação,5,2,Desenvolvedor,Sim,"302, 518",44,,2
25/07/2016 00:01:19,544,N,M,Não USP,,,2,Empreendedor/Negócios,Não,,0,UBC,1
25/07/2016 00:16:47,505,N,M,ICMC,Matematica Aplicada e Computacional,1,0,Matemática,Sim,"213, 381, 505, 524",29,,4
25/07/2016 00:20:06,496,N,F,EACH,Bacharelado em Sistemas de Informação,4,0,Desenvolvedor,Não,"70, 433, 496",60,,3
25/07/2016 00:20:19,233,N,M,Não USP,,,1,Designer,Não,,0,FIAP,1
25/07/2016 00:30:02,323,N,M,FCF,Fisiopatologia e Toxicologia,1,0,Desenvolvedor,Não,,0,,1
25/07/2016 00:36:54,28,N,M,EESC,Engenharia Aeronáutica ,5,0,Empreendedor/Negócios,Não,,0,,1
25/07/2016 00:41:41,53,N,F,Não USP,,,1,Designer,Não,,0,Universidade Anhembi Morumbi,1
25/07/2016 00:44:06,485,N,M,Não USP,,,1,Desenvolvedor,Não,,0,UNICAMP,1
25/07/2016 00:45:03,106,N,M,Poli,Engenharia Mecatrônica,4,2,Desenvolvedor,Sim,"106, 435",5,,2
25/07/2016 00:53:06,454,N,M,EACH,Bacharelado em Sistemas de Informação,3,0,Empreendedor/Negócios,Sim,"443, 454, 458",51,,3
25/07/2016 00:58:12,114,N,M,IME,Bacharelado em Ciência da Computação,5,0,Desenvolvedor,Não,,0,,1
25/07/2016 01:27:45,88,N,M,EESC,Engenharia da Computação,1,0,Desenvolvedor,Não,"88, 205",62,,2
25/07/2016 01:30:39,205,N,M,ICMC,Bacharelado em Ciência da Computação,1,0,Desenvolvedor,Sim,"88, 205",62,,2
25/07/2016 01:35:14,431,N,M,Não USP,,,0,Empreendedor/Negócios,Não,,0,FMU,1
25/07/2016 01:43:47,435,N,M,Poli,Pós-graduação em Engenharia Mecânica,Pós-graduação,0,Engenharia,Sim,"106, 435",5,,2
25/07/2016 02:01:29,5,N,M,FEA,Economia,5,0,Negócios,Não,,0,,1
25/07/2016 02:51:10,286,N,M,Não USP,,,0,Desenvolvedor,Não,,0,Universidade Presbiteriana Mackenzie,1
25/07/2016 03:02:19,223,N,M,Poli,Engenharia Metalurgica,5,0,Empreendedor/Negócios,Não,,0,,1
25/07/2016 03:54:36,187,N,M,EACH,Gestão Ambiental,2,0,Empreendedor/Negócios,Não,,0,,1
25/07/2016 05:11:40,437,N,M,FEA,Economia,1,0,Empreendedor/Negócios,Não,,0,,1
25/07/2016 06:16:48,296,N,M,Poli,Engenharia de Minas,5,0,Empreendedor/Negócios,Não,,0,,1
25/07/2016 06:26:48,240,N,M,Não USP,,,1,Desenvolvedor,Não,,0,Fatec,1
25/07/2016 07:36:26,348,N,F,Poli,Pós-graduação em Engenharia Química/ Tecnologia de Software,Pós-graduação,0,Empreendedor/Negócios,Não,,0,,1
25/07/2016 08:13:11,476,N,M,Não USP,,,2,Designer,Não,,0,UCAM,1
25/07/2016 08:15:40,525,N,M,Não USP,,,0,Desenvolvedor,Não,,0,Faculdade Network,1
25/07/2016 08:18:45,214,N,M,Não USP,,,0,Empreendedor/Negócios,Não,,0,Fatec,1
25/07/2016 08:27:01,54,N,F,EACH,Bacharelado em Marketing,3,0,Empreendedor/Negócios,Não,,0,,1
25/07/2016 08:28:47,444,S,M,Não USP,,,1,Empreendedor/Negócios,Sim,"444, 450",52,FIAP,2
25/07/2016 08:37:10,34,N,M,IME,Bacharelado em Ciência da Computação,5,0,Desenvolvedor,Não,,0,,1
25/07/2016 08:40:52,122,N,M,Não USP,,,0,Desenvolvedor,Não,,0,Faculdade Network,1
25/07/2016 08:41:07,486,N,F,Não USP,,,0,Desenvolvedor,Não,,0,Universidade Presbiteriana Mackenzie,1
25/07/2016 09:10:43,4,N,M,Não USP,,,0,Desenvolvedor,Não,,0,UNICAMP,1
25/07/2016 09:18:05,29,N,M,FAU,Arquitetura e Urbanismo,5,0,Designer,Sim,"29, 141, 543, 548",42,,4
25/07/2016 09:19:28,474,N,M,Não USP,,,1,Desenvolvedor,Sim,"346, 370, 474",49,UNESP,3
25/07/2016 09:20:42,256,N,M,Não USP,,,5,Desenvolvedor,Sim,"255, 256, 357, 470",36,Universidade Presbiteriana Mackenzie,4
25/07/2016 09:21:03,468,N,M,Poli,Engenharia da Computação,5,0,Desenvolvedor,Sim,"14, 468",14,,2
25/07/2016 09:23:20,14,N,F,Poli,Engenharia Mecânica,5,0,Desenvolvedor,Sim,"14, 468",14,,2
25/07/2016 09:23:48,262,N,M,Não USP,,,0,Empreendedor/Negócios,Não,,0,UEM - Universidade Estadual de Maringá,1
25/07/2016 09:29:57,226,N,M,Não USP,,,2,Desenvolvedor,Não,,0,UNESP,1
25/07/2016 09:39:21,419,N,M,Não USP,,,0,Designer/Negócios,Não,,0,Insper,1
25/07/2016 09:39:46,215,N,M,IME,Pós-graduação em Ciência da Computação,Pós-graduação,0,Desenvolvedor,Sim,"21, 215, 231, 393",25,,4
25/07/2016 09:45:47,370,N,M,Não USP,,,2,Desenvolvedor,Sim,"346, 370, 474",49,UNESP,3
25/07/2016 09:59:22,368,N,F,Não USP,,,0,Designer,Não,,0,,1
25/07/2016 10:23:53,436,N,M,Não USP,,,0,Desenvolvedor,Não,,0,PUC-Campinas,1
25/07/2016 10:36:56,392,N,F,Não USP,,,0,Desenvolvedor,Não,,0,Universidade Presbiteriana Mackenzie,1
25/07/2016 10:49:15,542,N,M,ICMC,Pós-graduação em Ciência da Computação,Pós-graduação,0,Pesquisador,Sim,"152, 193, 542",17,,3
25/07/2016 10:59:23,147,N,M,Não USP,,,5,Desenvolvedor,Não,,0,IFSP,1
25/07/2016 11:29:58,466,N,M,Não USP,,,0,Empreendedor/Negócios,Não,,0,FAPCOM,1
25/07/2016 11:34:02,63,N,M,ICMC,Bacharelado em Ciência da Computação,5,2,Desenvolvedor,Sim,,0,,1
25/07/2016 11:49:24,279,N,M,Não USP,,,0,Cientista de Dados,Não,,0,UFC,1
25/07/2016 12:09:54,524,N,M,ICMC,Bacharelado em Ciência da Computação,1,0,Desenvolvedor,Sim,"213, 381, 505, 524",29,,4
25/07/2016 12:20:12,288,N,F,Não USP,,,0,Empreendedor/Negócios,Não,,0,Universidade Anhembi Morumbi,1
25/07/2016 12:22:11,15,N,F,Não USP,,,5,Designer,Não,,0,Fatec,1
25/07/2016 12:27:20,91,N,M,Poli,Pós-graduação em Engenharia Elétrica,Pós-graduação,0,Desenvolvedor,Não,"81, 91, 128, 297",61,,4
25/07/2016 12:35:04,548,N,M,FEA,Ciências Contábeis,3,0,Empreendedor/Negócios,Sim,"29, 141, 543, 548",42,,4
25/07/2016 12:47:21,270,N,M,IF,Física,2,0,Desenvolvedor,Não,,0,,1
25/07/2016 13:00:00,263,N,M,Não USP,,,2,Empreendedor/Negócios,Não,,0,,1
25/07/2016 13:01:44,394,N,M,EACH,Bacharelado em Sistemas de Informação,3,0,Desenvolvedor,Não,,0,,1
25/07/2016 13:17:03,450,S,M,EACH,Bacharelado em Sistemas de Informação,4,0,Desenvolvedor,Sim,"444, 450",52,,2
25/07/2016 13:31:37,550,N,M,Não USP,,,1,Desenvolvedor,Sim,"239, 550",33,UFABC,2
25/07/2016 13:33:05,343,S,F,EACH,Bacharelado em Sistemas de Informação,5,0,Designer,Sim,"26, 48, 343, 422",37,,4
25/07/2016 13:37:31,312,N,F,FEA,Ciências Atuariais,1,0,Empreendedor/Negócios,Não,,0,,1
25/07/2016 13:49:47,199,S,M,IME,Bacharelado em Ciência da Computação,1,0,Desenvolvedor,Não,,0,,1
25/07/2016 14:12:23,87,N,F,Não USP,,,2,Empreendedor/Negócios,Não,,0,Fatec,1
25/07/2016 14:16:21,360,N,M,IME,Matemática Aplicada,3,0,Empreendedor/Negócios,Não,,0,,1
25/07/2016 14:18:34,8,N,M,Não USP,,,0,Desenvolvedor,Não,,0,,1
25/07/2016 14:30:41,285,N,F,EACH,Bacharelado em Marketing,2,2,Empreendedor/Negócios,Sim,,0,,1
25/07/2016 14:32:56,244,S,M,IME,Bacharelado em Ciência da Computação,4,5,Desenvolvedor,Sim,"244, 251, 503",35,,3
25/07/2016 14:34:50,523,N,F,EACH,Bacharelado em Marketing,3,0,Empreendedor/Negócios,Sim,"210, 491, 523",26,,3
25/07/2016 14:46:06,388,N,M,Não USP,,,1,Desenvolvedor,Não,,0,Universidade de Brasilia,1
25/07/2016 14:56:55,491,N,F,EACH,Bacharelado em Marketing,3,0,Empreendedor/Negócios,Sim,"210, 491, 523",26,,3
25/07/2016 15:12:45,334,N,M,IME,Bacharelado em Ciência da Computação,2,0,Desenvolvedor,Não,,0,,1
25/07/2016 15:14:43,210,N,F,EACH,Bacharelado em Marketing,3,0,Empreendedor/Negócios,Não,"210, 491, 523",26,,3
25/07/2016 15:19:17,36,N,F,ECA,Publicidade e Propaganda,4,0,Comunicação/Publicidade,Sim,"36, 185, 282, 484",50,,4
25/07/2016 15:22:21,22,N,M,Não USP,,,2,Empreendedor/Negócios,Não,,0,Unicarioca,1
25/07/2016 15:30:36,185,N,M,Não USP,,,0,Desenvolvedor,Sim,"36, 185, 282, 484",50,Fatec,4
25/07/2016 15:35:31,74,N,F,EACH,Bacharelado em Marketing,2,0,Marketing,Sim,,0,,1
25/07/2016 15:36:01,188,N,M,Não USP,,,1,Desenvolvedor,Não,,0,Unicarioca,1
25/07/2016 15:41:27,105,N,M,Poli,Engenharia de Produção,3,0,Empreendedor/Negócios,Não,,0,,1
25/07/2016 15:43:26,411,N,M,FEA,Economia,1,0,Empreendedor/Negócios,Não,,0,,1
25/07/2016 15:52:27,373,N,M,Poli,Engenharia Elétrica,5,0,Empreendedor/Negócios,Não,"110, 373, 467",6,,3
25/07/2016 16:02:12,467,N,M,FEA,Ciências Atuariais,5,0,Negócios,Não,"110, 373, 467",6,,3
25/07/2016 17:22:43,118,N,M,FCF,Pós-graduação em Farmácia e Bioinformática,Pós-graduação,0,Desenvolvedor,Não,,0,,1
25/07/2016 17:46:10,255,N,M,EACH,Pós-graduação em Sistemas de Informação,Pós-graduação,0,Desenvolvedor,Sim,"255, 256, 357, 470",36,,4
25/07/2016 17:47:30,357,N,M,EACH,Bacharelado em Sistemas de Informação,5,1,Desenvolvedor,Sim,"255, 256, 357, 470",36,,4
25/07/2016 18:36:07,398,N,F,EACH,Bacharelado em Marketing,2,0,Empreendedor/Negócios,Não,"289, 398",41,,2
25/07/2016 18:57:49,211,S,M,IME,Bacharelado em Ciência da Computação,2,0,Desenvolvedor,Sim,"211, 521",27,,2
25/07/2016 18:58:44,521,S,M,IME,Bacharelado em Ciência da Computação,2,0,Desenvolvedor,Sim,"211, 521",27,,2
25/07/2016 19:05:33,280,N,M,Não USP,,,0,Designer,Não,,0,Anhanguera,1
25/07/2016 19:25:43,395,N,M,Não USP,,,0,Desenvolvedor,Não,,0,Universidade São Judas Tadeu,1
25/07/2016 19:41:11,109,N,M,Não USP,,,1,Desenvolvedor,Não,,0,Unip,1
25/07/2016 19:49:37,225,N,M,Não USP,,,0,Negócios,Não,,0,UNIFIEO,1
25/07/2016 20:23:28,50,N,M,Poli,Engenharia Elétrica,1,0,Desenvolvedor,Sim,"50, 252",55,,2
25/07/2016 20:25:13,252,N,F,Poli,Engenharia Mecatrônica,2,0,Desenvolvedor,Sim,"50, 252",55,,2
25/07/2016 20:26:52,230,N,M,EACH,Bacharelado em Sistemas de Informação,4,0,Desenvolvedor,Sim,"171, 183, 230, 232",22,,4
25/07/2016 20:50:50,471,N,M,Poli,Engenharia de Produção,3,0,Empreendedor/Negócios,Não,"273, 318, 471",39,,3
25/07/2016 21:01:22,500,N,F,EACH,Bacharelado em Marketing,5,0,Marketing,Não,,0,,1
25/07/2016 21:04:07,347,N,M,Não USP,,,0,Designer,Não,,0,UFSCar,1
25/07/2016 21:12:41,470,N,M,EACH,Pós-graduação em Sistemas de Informação,Pós-graduação,0,Desenvolvedor,Sim,"255, 256, 357, 470",36,,4
25/07/2016 21:48:13,129,N,M,Não USP,,,0,Engenharia,Não,,0,,1
25/07/2016 22:11:41,216,N,M,Poli,Engenharia de Minas,1,0,Desenvolvedor,Sim,"182, 216, 463",24,,3
25/07/2016 22:15:55,182,N,M,EACH,Bacharelado em Sistemas de Informação,1,1,Desenvolvedor,Sim,"182, 216, 463",24,,3
25/07/2016 22:28:49,464,N,M,Poli,Engenharia da Computação,3,0,Desenvolvedor,Não,,0,,1
25/07/2016 23:16:11,142,N,F,Não USP,,,0,Desenvolvedor,Não,,0,Estácio de Sá,1
25/07/2016 23:26:23,321,N,M,EACH,Bacharelado em Marketing,3,0,Empreendedor/Negócios,Não,,0,,1
25/07/2016 23:51:36,273,N,M,EACH,Bacharelado em Sistemas de Informação,4,0,Desenvolvedor,Não,"273, 318, 471",39,,3
26/07/2016 00:04:13,318,N,M,EACH,Bacharelado em Sistemas de Informação,5,1,Empreendedor/Negócios,Sim,"273, 318, 471",39,,3
26/07/2016 00:11:36,300,N,M,ICMC,Bacharelado em Ciência da Computação,5,0,Desenvolvedor,Sim,,0,,1
26/07/2016 00:12:28,359,N,M,Não USP,,,2,Desenvolvedor,Não,,0,UFABC,1
26/07/2016 01:12:50,446,N,F,FAU,Bacharelado em Design,4,0,Designer,Não,,0,,1
26/07/2016 11:40:43,42,N,?,IME,Bacharelado em Ciência da Computação,4,0,Empreendedor/Negócios,Não,,0,,1
26/07/2016 12:18:19,110,N,F,FAU,Arquitetura e Urbanismo,5,0,Designer,Sim,"110, 373, 467",6,,3
26/07/2016 12:49:52,239,N,M,EACH,Bacharelado em Sistemas de Informação,3,0,Desenvolvedor,Sim,"239, 550",33,,2
26/07/2016 12:57:41,381,N,M,ICMC,Bacharelado em Ciência da Computação,1,0,Desenvolvedor,Sim,"213, 381, 505, 524",29,,4
26/07/2016 13:16:17,81,N,M,Poli,Engenharia da Computação,1,0,Desenvolvedor,Não,"81, 91, 128, 297",61,,4
26/07/2016 13:56:33,302,N,M,Não USP,,,0,Desenvolvedor,Sim,"302, 518",44,FEI,2
26/07/2016 14:00:35,128,N,M,EACH,Bacharelado em Ciência da Computação,1,0,Desenvolvedor,Sim,"81, 91, 128, 297",61,,4
26/07/2016 14:45:38,441,N,F,FEA,Bacharelado em Administração,1,0,Empreendedor/Negócios,Não,,0,,1
26/07/2016 15:39:27,367,N,F,FEA,Bacharelado em Administração,1,0,Empreendedor/Negócios,Não,,0,,1
26/07/2016 16:16:32,327,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Sim,"24, 248, 257, 271, 327, 389",34,,6
26/07/2016 17:11:22,337,N,M,Não USP,,,0,Empreendedor/Negócios,Não,,0,UFABC,1
26/07/2016 17:20:35,268,N,M,FEA,Bacharelado em Administração,1,0,Empreendedor/Negócios,Não,,0,,1
26/07/2016 17:35:47,290,N,M,IF,Física,4,0,Empreendedor/Negócios,Sim,"235, 290, 484",32,,3
26/07/2016 18:03:51,345,N,M,Não USP,,,1,Desenvolvedor,Não,,0,UNESP,1
26/07/2016 18:42:19,45,N,F,Não USP,,,1,Desenvolvedor,Não,,0,UNICAMP,1
26/07/2016 18:46:21,235,N,M,IF,Física,4,0,Desenvolvedor,Sim,"235, 290, 484",32,,3
26/07/2016 18:51:52,358,N,M,Não USP,,,2,Empreendedor/Negócios,Não,,0,Centro Universitario Senac,1
26/07/2016 19:19:16,178,N,M,Não USP,,,2,Desenvolvedor,Não,,0,UNICAMP,1
26/07/2016 19:36:58,488,N,M,Não USP,,,0,Desenvolvedor,Não,,0,Centro Universitario Senac,1
26/07/2016 19:56:09,319,N,M,EACH,Bacharelado em Sistemas de Informação,4,0,Desenvolvedor,Sim,"295, 310, 319, 379",43,,4
26/07/2016 20:01:36,379,N,M,EACH,Bacharelado em Sistemas de Informação,4,0,Desenvolvedor,Sim,"295, 310, 319, 379",43,,4
26/07/2016 20:12:26,519,S,M,IME,Bacharelado em Ciência da Computação,1,0,Desenvolvedor,Sim,"51, 241, 519",56,,3
26/07/2016 20:23:27,80,N,M,ICMC,Bacharelado em Ciência da Computação,5,0,Desenvolvedor,Não,,0,,1
26/07/2016 21:25:29,202,N,M,EACH,Bacharelado em Marketing ,1,0,Empreendedor/Negócios,Sim,"202, 351, 353, 480",24,,4
26/07/2016 21:26:49,295,N,F,EACH,Bacharelado em Sistemas de Informação,4,0,Desenvolvedor,Sim,"295, 310, 319, 379",43,,4
26/07/2016 21:43:47,153,N,M,IME,Bacharelado em Ciência da Computação,2,0,Desenvolvedor,Não,,0,,1
26/07/2016 22:21:53,175,N,M,Poli,Engenharia de Produção,3,0,Empreendedor/Negócios,Não,"138, 151, 175",13,,3
26/07/2016 22:27:41,191,N,M,Não USP,,,1,Desenvolvedor,Não,,0,UNIFESP,1
26/07/2016 22:34:42,310,N,M,EACH,Bacharelado em Sistemas de Informação,4,0,Desenvolvedor,Sim,"295, 310, 319, 379",43,,4
26/07/2016 23:26:33,365,N,M,IME,Bacharelado em Ciência da Computação,2,0,Desenvolvedor,Não,,0,,1
26/07/2016 23:41:44,457,N,F,Não USP,,,0,Empreendedor/Negócios,Não,,0,UFSCar ,1
26/07/2016 23:42:05,362,N,M,Não USP,,,0,Empreendedor/Negócios,Não,,0,UFABC,1
26/07/2016 23:50:16,375,N,M,FEA,Bacharelado em Administração,1,0,Empreendedor/Negócios,Não,,0,,1
26/08/2016 13:50:39,33,N,M,Não USP,,,0,Designer,Não,,0,UAM,1
26/08/2016 14:30:31,136,N,M,IME,Bacharelado em Ciência da Computação,3,0,Desenvolvedor,Não,,0,,1
27/07/2016 09:10:46,67,N,M,Poli,Pós-graduação em Engenharia da Computação,Pós-graduação,0,Desenvolvedor,Não,"67, 407",59,,2
27/07/2016 09:22:48,150,N,M,FEA,Bacharelado em Administração,1,0,Empreendedor/Negócios,Sim,"17, 150, 179, 189",20,,4
27/07/2016 09:26:40,17,N,F,FEA,Bacharelado em Administração,1,0,Empreendedor/Negócios,Sim,"17, 150, 179, 189",20,,4
27/07/2016 09:27:40,179,N,F,FEA,Bacharelado em Administração,1,0,Desenvolvedor,Sim,"17, 150, 179, 189",20,,4
27/07/2016 10:36:24,11,N,M,Não USP,,,2,Nenhuma,Não,,0,UNICAMP,1
27/07/2016 11:07:50,445,N,M,Não USP,,,0,Empreendedor/Negócios,Não,,0,Colégio Santa Cruz,1
