Datetime,Edition,id,IsSelected,Gender,College,StudentProgram,GraduationYear,NHackathon,Role,HasTeam,TeamMembers,TeamId,TeamSize
17/05/2018 01:35:14,2018.1,340,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Cientista de Dados,Não,,0,1
17/05/2018 02:32:23,2018.1,345,N,M,EESC,Engenharia da Computação,2,0,Negócios,Não,,0,1
17/05/2018 03:38:46,2018.1,351,S,M,IME,Bacharelado em Ciência da Computação,1,1,Cientista de Dados,Sim,"38, 197, 292, 351",53,4
17/05/2018 07:40:46,2018.1,286,N,M,IME,Bacharelado em Ciência da Computação,4,0,Desenvolvedor,Não,,0,1
17/05/2018 07:51:07,2018.1,282,N,M,EEL,Engenharia Bioquímica,5,0,Analista,Não,,0,1
17/05/2018 08:01:46,2018.1,228,S,M,EACH,Bacharelado em Sistemas de Informação,2,1,Desenvolvedor,Sim,"12, 75, 228, 245",12,4
17/05/2018 08:08:39,2018.1,131,S,M,IME,Bacharelado em Ciência da Computação,1,0,Desenvolvedor,Sim,"64, 131, 357, 358",70,4
17/05/2018 08:15:08,2018.1,365,N,M,IME,Bacharelado em Ciência da Computação,2,0,Desenvolvedor,Sim,"188, 214, 304, 365",29,4
17/05/2018 08:16:17,2018.1,180,N,M,Poli,Engenharia da Computação,1,0,Desenvolvedor,Sim,"136, 180",14,2
17/05/2018 08:16:59,2018.1,233,N,M,Poli,Engenharia Elétrica,2,0,Negócios,Não,,0,1
17/05/2018 08:46:23,2018.1,323,S,F,IME,Bacharelado em Ciência da Computação,3,1,Desenvolvedor,Sim,"10, 270, 299, 323",2,4
17/05/2018 08:46:26,2018.1,299,S,F,IME,Bacharelado em Estatística,4,0,Cientista de Dados,Sim,"10, 270, 299, 323",2,4
17/05/2018 08:48:20,2018.1,84,N,M,IF,Bacharelado em Física,4,1,Cientista de Dados,Não,"84, 97",73,2
17/05/2018 09:07:08,2018.1,45,S,M,IME,Bacharelado em Ciência da Computação,3,2,Desenvolvedor,Sim,"45, 54, 281, 296",59,4
17/05/2018 09:18:13,2018.1,154,N,M,EESC,Engenharia Elétrica,5,2,Desenvolvedor,Não,"154, 294",21,2
17/05/2018 09:30:59,2018.1,54,S,M,IME,Bacharelado em Ciência da Computação,4,1,Desenvolvedor,Sim,"45, 54, 281, 296",59,4
17/05/2018 09:46:56,2018.1,146,N,F,EACH,Bacharelado em Sistemas de Informação,5,2,Desenvolvedor,Sim,,0,1
17/05/2018 09:52:26,2018.1,8,N,F,FCF,Farmácia-Bioquímica,4,0,Negócios,Não,,0,1
17/05/2018 09:52:31,2018.1,182,N,F,EACH,Bacharelado em Sistemas de Informação,5,2,Desenvolvedor,Não,,0,1
17/05/2018 09:59:10,2018.1,98,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Designer,Sim,"16, 17, 98",24,3
17/05/2018 10:00:51,2018.1,17,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Sim,"16, 17, 98",24,3
17/05/2018 10:06:36,2018.1,14,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Sim,"12, 14, 190, 193",11,4
17/05/2018 10:07:28,2018.1,193,N,F,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Sim,"12, 14, 190, 193",11,4
17/05/2018 10:16:13,2018.1,190,N,F,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Sim,"12, 14, 190, 193",11,4
17/05/2018 10:17:23,2018.1,219,N,M,EACH,Bacharelado em Sistemas de Informação,3,1,Cientista de Dados,Não,,0,1
17/05/2018 11:01:07,2018.1,48,N,F,IME,Bacharelado em Ciência da Computação,2,0,Cientista de Dados,Sim,"31, 48, 95, 280",48,4
17/05/2018 11:04:01,2018.1,280,N,M,IME,Bacharelado em Ciência da Computação,2,1,Designer,Sim,"31, 48, 95, 280",48,4
17/05/2018 11:07:03,2018.1,343,N,M,FFLCH,Ciências Sociais,4,0,Cientista de Dados,Não,,0,1
17/05/2018 11:08:13,2018.1,42,N,M,EACH,Bacharelado em Sistemas de Informação,2,1,Desenvolvedor,Sim,"42, 107, 201, 205",57,4
17/05/2018 11:09:09,2018.1,197,S,M,IME,Bacharelado em Ciência da Computação,1,0,Desenvolvedor,Sim,"38, 197, 292, 351",53,4
17/05/2018 11:10:36,2018.1,168,S,M,Poli,Pós-graduação em Engenharia da Computação,Pós-graduação,2,Cientista de Dados,Não,"94, 168, 206, 302",78,4
17/05/2018 11:15:07,2018.1,130,N,M,IME,Bacharelado em Matemática Aplicada,5,0,Cientista de Dados,Não,,0,1
17/05/2018 11:15:14,2018.1,69,N,M,IME,Bacharelado em Ciência da Computação,5,2,Desenvolvedor,Não,,0,1
17/05/2018 11:24:10,2018.1,107,N,F,EACH,Bacharelado em Sistemas de Informação,2,2,Desenvolvedor,Sim,"42, 107, 201, 205",57,4
17/05/2018 11:44:25,2018.1,38,S,F,ICMC,Bacharelado em Sistemas de Informação,1,0,Designer,Sim,"38, 197, 292, 351",53,4
17/05/2018 11:48:35,2018.1,94,S,M,IME,Pós-graduação em Ciência da Computação,Pós-graduação,0,Desenvolvedor,Sim,"94, 168, 206, 302",78,4
17/05/2018 11:49:42,2018.1,292,S,M,ICMC,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Sim,"38, 197, 292, 351",53,4
17/05/2018 12:01:53,2018.1,348,N,M,IME,Bacharelado em Ciência da Computação,5,0,Desenvolvedor,Sim,,0,1
17/05/2018 12:05:44,2018.1,129,N,M,IME,Pós-graduação em Matemática Aplicada,Pós-graduação,2,Cientista de Dados,Não,,0,1
17/05/2018 12:17:10,2018.1,336,N,F,Poli,Tecnologia de Software,3,2,Desenvolvedor,Não,,0,1
17/05/2018 13:21:40,2018.1,285,N,M,FEA,Administração,2,0,Negócios,Não,,0,1
17/05/2018 13:23:19,2018.1,128,N,M,Poli,Engenharia Elétrica,3,0,Desenvolvedor,Não,,0,1
17/05/2018 13:36:05,2018.1,91,N,M,EACH,Bacharelado em Sistemas de Informação,2,1,Negócios,Sim,"36, 55, 91, 359",51,4
17/05/2018 13:45:36,2018.1,36,N,F,EACH,Bacharelado em Sistemas de Informação,2,0,Designer,Sim,"36, 55, 91, 359",51,4
17/05/2018 13:58:05,2018.1,328,N,M,ECA,Turismo,3,0,Negócios,Não,,0,1
17/05/2018 13:59:12,2018.1,196,N,F,IME,Bacharelado em Ciência da Computação,2,0,Desenvolvedor,Sim,"93, 138, 196, 256",77,4
17/05/2018 14:00:44,2018.1,93,N,M,IME,Bacharelado em Ciência da Computação,2,0,Desenvolvedor,Sim,"93, 138, 196, 256",77,4
17/05/2018 14:02:18,2018.1,256,N,M,IME,Bacharelado em Ciência da Computação,2,0,Desenvolvedor,Sim,"93, 138, 196, 256",77,4
17/05/2018 14:07:08,2018.1,246,N,M,ICMC,Bacharelado em Ciência da Computação,5,0,Desenvolvedor,Sim,"43, 66, 246 ",58,3
17/05/2018 14:09:40,2018.1,66,N,M,ICMC,Bacharelado em Sistemas de Informação,2,2,Desenvolvedor,Sim,"43, 66, 246 ",58,3
17/05/2018 14:10:02,2018.1,43,N,M,ICMC,Bacharelado em Ciência da Computação,5,0,Desenvolvedor,Sim,"43, 66, 246 ",58,3
17/05/2018 14:17:53,2018.1,59,N,M,IME,Bacharelado em Ciência da Computação,1,0,Desenvolvedor,Sim,"59, 178, 316",66,3
17/05/2018 14:27:53,2018.1,277,N,M,ICMC,Bacharelado em Ciência da Computação,2,0,Desenvolvedor,Sim,"260, 277, 160, 141, 352, 144, 90",44,7
17/05/2018 14:29:06,2018.1,316,N,M,IME,Bacharelado em Ciência da Computação,1,0,Desenvolvedor,Sim,"59, 178, 316",66,3
17/05/2018 14:30:15,2018.1,160,N,M,ICMC,Bacharelado em Ciência da Computação,2,0,Desenvolvedor,Sim,"260, 277, 160, 141, 352, 144, 90",44,7
17/05/2018 14:33:13,2018.1,352,N,M,ICMC,Bacharelado em Ciência da Computação,2,0,Desenvolvedor,Sim,"260, 277, 160, 141, 352, 144, 90",44,7
17/05/2018 14:33:27,2018.1,260,N,M,ICMC,Bacharelado em Ciência da Computação,2,0,Desenvolvedor,Sim,"260, 277, 160, 141, 352, 144, 90",44,7
17/05/2018 14:34:21,2018.1,177,N,M,ICMC,Bacharelado em Ciência da Computação,2,0,Desenvolvedor,Sim,"260, 277, 160, 141, 352, 144, 90",44,7
17/05/2018 14:41:36,2018.1,90,N,M,ICMC,Bacharelado em Ciência da Computação,2,0,Desenvolvedor,Sim,"260, 277, 160, 141, 352, 144, 90",44,7
17/05/2018 14:46:29,2018.1,55,N,M,EACH,Bacharelado em Sistemas de Informação,3,2,Desenvolvedor,Sim,"36, 55, 91, 359",51,4
17/05/2018 15:22:51,2018.1,141,N,M,ICMC,Bacharelado em Ciência da Computação,2,0,Cientista de Dados,Sim,"260, 277, 160, 141, 352, 144, 90",44,7
17/05/2018 16:41:09,2018.1,361,N,M,IME,Bacharelado em Matemática Aplicada e Computacional,1,1,Desenvolvedor,Sim,"250, 361, 363",42,3
17/05/2018 17:21:57,2018.1,360,N,M,FEA,Administração ,2,0,Negócios,Sim,,0,1
17/05/2018 17:38:06,2018.1,356,N,M,Poli,Engenharia da Computação,2,0,Desenvolvedor,Sim,"35, 133, 303, 356",50,4
17/05/2018 17:59:27,2018.1,127,N,M,Poli,Engenharia Naval,5,0,Cientista de Dados,Não,,0,1
17/05/2018 19:14:21,2018.1,145,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Sim,,0,1
17/05/2018 19:51:05,2018.1,363,N,M,IME,Bacharelado em Matemática Aplicada e Computacional,1,0,Desenvolvedor,Sim,"250, 361, 363",42,3
17/05/2018 21:40:14,2018.1,359,N,M,EACH,Bacharelado em Sistemas de Informação,3,1,Desenvolvedor,Sim,"36, 55, 91, 359",51,4
17/05/2018 21:41:54,2018.1,47,N,F,IME,Bacharelado em Matemática Aplicada e Computacional,4,0,Negócios,Sim,"47, 100, 224, 333",60,4
17/05/2018 21:44:15,2018.1,224,N,M,IME,Bacharelado em Matemática Aplicada e Computacional,3,0,Desenvolvedor,Sim,"47, 100, 224, 333",60,4
17/05/2018 21:46:38,2018.1,100,N,M,IME,Bacharelado em Matemática Aplicada e Computacional,4,0,Desenvolvedor,Sim,"47, 100, 224, 333",60,4
17/05/2018 21:50:38,2018.1,333,N,M,IME,Bacharelado em Matemática Aplicada e Computacional,3,0,Negócios,Sim,"47, 100, 224, 333",60,4
17/05/2018 22:03:21,2018.1,243,N,M,EACH,Bacharelado em Sistemas de Informação,4,0,Cientista de Dados,Não,,0,1
17/05/2018 22:05:32,2018.1,250,N,M,IME,Bacharelado em Matemática Aplicada e Computacional,2,0,Desenvolvedor,Sim,"250, 361, 363",42,3
17/05/2018 22:12:25,2018.1,319,N,M,Poli,Engenharia Mecatrônica ,1,0,Negócios,Sim,"172, 319",26,2
17/05/2018 22:17:28,2018.1,259,N,M,Poli,Engenharia Mecânica,1,0,Nenhuma,Sim,"175, 181, 259, 278",27,4
17/05/2018 22:41:08,2018.1,29,N,M,IME,Bacharelado em Ciência da Computação,1,0,Desenvolvedor,Não,,0,1
17/05/2018 22:44:06,2018.1,181,N,M,Poli,Engenharia Mecânica,1,0,Desenvolvedor,Sim,"175, 181, 259, 278",27,4
17/05/2018 22:45:10,2018.1,278,N,M,Poli,Engenharia Mecânica,1,0,Desenvolvedor,Sim,"175, 181, 259, 278",27,4
17/05/2018 23:23:58,2018.1,81,N,M,IME,Bacharelado em Ciência da Computação,2,1,Desenvolvedor,Não,,0,1
17/05/2018 23:24:48,2018.1,265,N,F,IME,Bacharelado em Matemática Aplicada e Computacional,3,0,Cientista de Dados,Não,,0,1
17/05/2018 23:32:18,2018.1,95,N,M,IME,Bacharelado em Ciência da Computação,2,1,Cientista de Dados,Sim,"31, 48, 95, 280",48,4
18/05/2018 00:26:36,2018.1,86,N,F,EACH,Bacharelado em Sistemas de Informação,5,1,Cientista de Dados,Sim,"86, 92, 125",74,3
18/05/2018 00:54:16,2018.1,313,N,M,FAU,Design,4,0,Designer,Não,,0,1
18/05/2018 05:27:23,2018.1,175,N,M,Poli,Engenharia Mecânica,1,0,Nenhuma,Sim,"175, 181, 259, 278",27,4
18/05/2018 06:06:07,2018.1,125,N,M,EACH,Pós-graduacão em Sistemas de Informação,Pós-graduação,5,Cientista de Dados,Sim,"86, 92, 125",74,3
18/05/2018 08:43:21,2018.1,230,N,M,IME,Bacharelado em Ciência da Computação,1,0,Desenvolvedor,Não,,0,1
18/05/2018 08:49:56,2018.1,109,S,M,Poli,Curso de Ciências Moleculares,3,0,Cientista de Dados,Sim,"50, 109, 161, 334",62,4
18/05/2018 10:30:30,2018.1,294,S,M,EESC,Engenharia Elétrica,5,0,Desenvolvedor,Sim,"154, 294",21,2
18/05/2018 10:44:13,2018.1,153,N,M,EACH,Bacharelado em Sistemas de Informação,3,5,Desenvolvedor,Sim,"153, 255",20,2
18/05/2018 10:51:17,2018.1,255,N,M,EACH,Bacharelado em Sistemas de Informação,3,1,Desenvolvedor,Sim,"153, 255",20,2
18/05/2018 12:20:07,2018.1,355,N,F,FD,Direito,2,0,Negócios,Não,,0,1
18/05/2018 12:31:29,2018.1,301,N,M,FCF,Farmácia-Bioquímica,5,0,Farmácia,Sim,"115, 142, 298, 301",8,4
18/05/2018 12:31:34,2018.1,298,N,M,EACH,Bacharelado em Sistemas de Informação,5,1,Desenvolvedor,Sim,"115, 142, 298, 301",8,4
18/05/2018 12:34:54,2018.1,115,N,M,FCF,Farmácia-Bioquímica,3,0,Designer,Sim,"115, 142, 298, 301",8,4
18/05/2018 12:36:58,2018.1,6,N,M,Poli,Pós-graduação em Engenharia Ambiental,Pós-graduação,0,Desenvolvedor,Não,,0,1
18/05/2018 13:08:55,2018.1,138,N,M,IME,Bacharelado em Ciência da Computação,2,0,Desenvolvedor,Sim,"93, 138, 196, 256",77,4
18/05/2018 13:11:05,2018.1,11,N,F,FFLCH,Ciências Sociais,2,0,Cientista de Dados,Não,,0,1
18/05/2018 13:23:39,2018.1,150,N,M,FEA,Ciências Contábeis,2,0,Negócios,Não,,0,1
18/05/2018 14:37:24,2018.1,162,N,M,IF,Bacharelado em Física,1,2,Desenvolvedor,Não,,0,1
18/05/2018 14:39:01,2018.1,178,N,M,IME,Bacharelado em Ciência da Computação,1,0,Cientista de Dados,Sim,"59, 178, 316",66,3
18/05/2018 15:00:36,2018.1,239,N,F,FMRP,Informática Biomédica,2,2,Desenvolvedor,Sim,"39, 119, 163, 239",54,4
18/05/2018 15:12:17,2018.1,39,N,F,FFCLRP,Informática Biomédica,2,0,Desenvolvedor,Sim,"39, 119, 163, 239",54,4
18/05/2018 15:18:09,2018.1,119,N,M,FFCLRP,Informática Biomédica,1,0,Desenvolvedor,Sim,"39, 119, 163, 239",54,4
18/05/2018 16:21:17,2018.1,332,N,M,Poli,Engenharia Elétrica,1,0,Desenvolvedor,Sim,,0,1
18/05/2018 17:20:32,2018.1,163,N,M,FMRP,Informática Biomédica,2,0,Desenvolvedor,Sim,"39, 119, 163, 239",54,4
18/05/2018 17:24:41,2018.1,342,N,M,Poli,Engenharia Elétrica,1,0,Desenvolvedor,Não,,0,1
18/05/2018 17:41:04,2018.1,139,N,F,ECA,Publicidade e Propaganda,4,0,Negócios,Não,,0,1
18/05/2018 18:00:58,2018.1,302,N,F,Poli,Pós-graduação em Engenharia da Computação,Pós-graduação,0,Desenvolvedor,Sim,"94, 168, 206, 302",78,4
18/05/2018 18:05:28,2018.1,206,S,M,Poli,Pós-graduação em Engenharia da Computação,Pós-graduação,0,Cientista de Dados,Sim,"94, 168, 206, 302",78,4
18/05/2018 18:47:42,2018.1,306,N,M,Poli,Engenharia Elétrica,1,0,Cientista de Dados,Sim,"306, 327, 350",47,3
18/05/2018 19:04:09,2018.1,350,N,M,Poli,Engenharia da Computação,1,0,Desenvolvedor,Não,"306, 327, 350",47,3
18/05/2018 19:22:28,2018.1,104,N,M,IME,Bacharelado em Matemática Aplicada e Computacional,1,0,Designer,Sim,"32, 104, 226, 341",49,4
18/05/2018 19:29:04,2018.1,341,N,F,IME,Licenciatura em Matemática,1,0,Designer,Sim,"32, 104, 226, 341",49,4
18/05/2018 20:39:23,2018.1,353,N,M,Poli,Engenharia da Computação,2,0,Desenvolvedor,Sim,"118, 253, 339, 353",10,4
18/05/2018 20:41:24,2018.1,118,N,M,Poli,Engenharia da Computação,2,0,Desenvolvedor,Sim,"118, 253, 339, 353",10,4
18/05/2018 20:43:38,2018.1,253,N,M,Poli,Engenharia da Computação,2,0,Cientista de Dados,Sim,"118, 253, 339, 353",10,4
18/05/2018 20:45:50,2018.1,266,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Negócios,Não,,0,1
18/05/2018 20:49:27,2018.1,186,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Não,,0,1
18/05/2018 20:55:35,2018.1,65,N,F,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Não,,0,1
18/05/2018 20:58:03,2018.1,309,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Designer,Não,,0,1
18/05/2018 21:00:16,2018.1,274,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Não,,0,1
18/05/2018 21:03:12,2018.1,151,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Negócios,Não,,0,1
18/05/2018 22:03:06,2018.1,92,N,M,EACH,Bacharelado em Sistemas de Informação,5,2,Designer,Sim,"86, 92, 125",74,3
18/05/2018 22:30:50,2018.1,166,N,M,Poli,Pós-graduação em Sistemas Eletrônicos,Pós-graduação,0,Desenvolvedor,Não,,0,1
18/05/2018 22:39:10,2018.1,102,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Não,,0,1
18/05/2018 22:46:29,2018.1,331,N,M,EACH,Bacharelado em Sistemas de Informação,2,0,Desenvolvedor,Sim,"61, 108, 331",68,3
18/05/2018 23:10:09,2018.1,171,N,F,Poli,Engenharia Mecatrônica ,2,0,Desenvolvedor,Sim,"68, 121, 171, 308",71,4
18/05/2018 23:34:13,2018.1,235,N,M,EACH,Bacharelado em Sistemas de Informação,5,0,Desenvolvedor,Sim,"71, 211, 235",72,3
18/05/2018 23:35:03,2018.1,68,N,F,Poli,Engenharia de Produção,3,1,Desenvolvedor,Sim,"68, 121, 171, 308",71,4
18/05/2018 23:35:36,2018.1,211,N,F,IAG,Pós-graduação em Astronomia,Pós-graduação,0,Cientista de Dados,Sim,"71, 211, 235",72,3
18/05/2018 23:44:31,2018.1,71,N,M,FAU,Design,3,0,Designer,Sim,"71, 211, 235",72,3
18/05/2018 23:52:59,2018.1,169,N,M,Poli,Pós-graduação em Inovação na Construção Civil,Pós-graduação,0,Negócios,Não,,0,1
19/05/2018 00:50:49,2018.1,121,N,M,Poli,Engenharia Mecatrônica ,2,0,Desenvolvedor,Sim,"68, 121, 171, 308",71,4
19/05/2018 10:55:11,2018.1,116,N,M,IAG,Pós-doutorado em Astronomia,Pós-doutorado,0,Cientista de Dados,Não,,0,1
19/05/2018 12:21:33,2018.1,339,N,M,Poli,Engenharia da Computação,2,0,Desenvolvedor,Sim,"118, 253, 339, 353",10,4
19/05/2018 13:14:22,2018.1,187,N,M,EACH,Bacharelado em Sistemas de Informação,2,1,Desenvolvedor,Não,,0,1
19/05/2018 13:36:11,2018.1,273,N,M,EACH,Marketing,3,1,Desenvolvedor,Não,,0,1
19/05/2018 14:35:34,2018.1,172,N,M,Poli,Engenharia Mecatrônica ,1,0,Nenhuma,Sim,"172, 319",26,2
19/05/2018 14:49:30,2018.1,308,N,M,Poli,Engenharia de Produção ,2,0,Cientista de Dados,Sim,"68, 121, 171, 308",71,4
19/05/2018 19:26:00,2018.1,103,N,F,Escola Superior de Agricultura “Luiz de Queiroz”,Marketing,1,0,Designer,Sim,"103, 110",4,2
19/05/2018 20:16:10,2018.1,269,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Não,,0,1
19/05/2018 22:06:06,2018.1,142,N,M,IME,Pós-graduação em Ciência da Computação,Pós-graduação,0,Desenvolvedor,Sim,"115, 142, 298, 301",8,4
20/05/2018 00:17:41,2018.1,157,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Não,,0,1
20/05/2018 01:42:01,2018.1,134,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Cientista de Dados,Não,,0,1
20/05/2018 07:43:16,2018.1,80,N,M,Poli,Engenharia Elétrica,5,0,Cientista de Dados,Não,,0,1
20/05/2018 09:28:51,2018.1,242,N,M,ICMC,Bacharelado em Ciência da Computação,3,1,Desenvolvedor,Não,"53, 58, 242",65,3
20/05/2018 12:16:26,2018.1,32,N,M,IME,Bacharelado em Matemática Aplicada e Computacional,1,0,Designer,Sim,"32, 104, 226, 341",49,4
20/05/2018 12:22:07,2018.1,58,N,M,EESC,Engenharia da Computação,5,5,Cientista de Dados,Sim,"53, 58, 242",65,3
20/05/2018 13:27:07,2018.1,53,N,M,ICMC,Bacharelado em Ciência da Computação,3,0,Cientista de Dados,Sim,"53, 58, 242",65,3
20/05/2018 14:55:18,2018.1,226,N,M,IME,Bacharelado em Matemática Aplicada e Computacional,1,0,Nenhuma,Sim,"32, 104, 226, 341",49,4
20/05/2018 18:52:54,2018.1,231,N,F,Poli,Engenharia Elétrica,5,0,Desenvolvedor,Sim,"123, 194, 231",13,3
20/05/2018 19:00:20,2018.1,83,N,M,IME,Bacharelado em Ciência da Computação,2,0,Desenvolvedor,Não,"19, 354, 83",30,3
20/05/2018 19:12:07,2018.1,19,N,M,IME,Bacharelado em Ciência da Computação,2,1,Desenvolvedor,Sim,"19, 354, 83",30,3
20/05/2018 20:34:26,2018.1,21,N,M,FAU,Design,3,0,Negócios,Sim,"21, 71, 211, 235",34,4
20/05/2018 20:35:19,2018.1,291,N,M,FMRP,Informática Biomédica,1,0,Desenvolvedor,Sim,,0,1
20/05/2018 20:40:07,2018.1,209,N,F,ICB,,3,0,Nenhuma,Sim,"203, 209",32,2
20/05/2018 20:47:44,2018.1,77,N,F,FD,Direito,1,0,Negócios,Não,,0,1
20/05/2018 21:21:26,2018.1,2,N,M,EACH,Bacharelado em Sistemas de Informação,3,1,Desenvolvedor,Sim,"2, 200, 330",31,3
20/05/2018 21:24:38,2018.1,330,N,M,EACH,Bacharelado em Sistemas de Informação,Pós-graduação,5,Desenvolvedor,Sim,"2, 200, 330",31,3
20/05/2018 21:24:39,2018.1,200,N,M,EACH,Bacharelado em Sistemas de Informação,5,0,Desenvolvedor,Sim,"2, 200, 330",31,3
20/05/2018 21:58:13,2018.1,203,N,M,Poli,Engenharia Elétrica,3,0,Desenvolvedor,Sim,"203, 209",32,2
20/05/2018 22:04:38,2018.1,271,N,M,ECA,Música,5,0,Cientista de Dados,Não,,0,1
20/05/2018 22:04:53,2018.1,344,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Não,,0,1
20/05/2018 22:15:02,2018.1,267,N,M,ICB,Ciencias Biomédicas ,1,0,Nenhuma,Sim,,0,1
20/05/2018 22:15:26,2018.1,63,N,M,EACH,Bacharelado em Sistemas de Informação,2,0,Desenvolvedor,Não,,0,1
20/05/2018 22:15:57,2018.1,24,N,M,Poli,Engenharia Civil,4,0,Negócios,Sim,"24, 63",39,2
20/05/2018 22:27:37,2018.1,156,N,M,IME,Bacharelado em Ciência da Computação,2,1,Desenvolvedor,Não,,0,1
20/05/2018 23:36:02,2018.1,354,N,M,IME,Bacharelado em Ciência da Computação,2,1,Cientista de Dados,Sim,"19, 354, 83",30,3
21/05/2018 01:52:40,2018.1,238,N,F,FAU,Design,4,0,Designer,Sim,"40, 238",55,2
21/05/2018 10:09:32,2018.1,241,N,F,EACH,Bacharelado em Sistemas de Informação,3,0,Desenvolvedor,Não,,0,1
21/05/2018 11:53:56,2018.1,110,N,M,Poli,Engenharia da Computação,5,2,Desenvolvedor,Não,"103, 110",4,2
