Datetime,Edition,id,IsSelected,Gender,College,StudentProgram,GraduationYear,NHackathon,Role,HasTeam,TeamMembers,TeamId,TeamSize
21/10/2017 18:11:18,2017.2,102,S,M,Não USP,,3,1,Desenvolvedor,Sim,"43, 102",18,2
21/10/2017 23:56:09,2017.2,136,N,M,Não USP,,Pós-graduação,1,Desenvolvedor,Não,,0,1
22/10/2017 12:07:37,2017.2,38,N,M,Não USP,,2,0,Desenvolvedor,Não,,0,1
22/10/2017 16:22:04,2017.2,121,N,M,Não USP,,1,0,Desenvolvedor,Não,,0,1
22/10/2017 19:41:53,2017.2,66,N,M,Não USP,,1,0,Desenvolvedor,Não,,0,1
22/10/2017 21:15:54,2017.2,73,S,F,Não USP,,1,0,Desenvolvedor,Não,,0,1
22/10/2017 21:24:06,2017.2,3,S,F,Não USP,,1,1,Desenvolvedor,Sim,"3, 15",15,2
22/10/2017 21:30:29,2017.2,15,S,M,Não USP,,2,0,Desenvolvedor,Sim,"3, 15",15,2
24/10/2017 20:58:01,2017.2,76,S,F,Não USP,,2,1,Desenvolvedor,Sim,"46, 76, 109, 145",21,4
24/10/2017 20:59:17,2017.2,109,S,F,Não USP,,2,1,Desenvolvedor,Sim,"46, 76, 109, 145",21,4
16/05/2018 16:06:10,2018.1,296,S,M,IME,Bacharelado em Ciência da Computação,3,2,Desenvolvedor,Sim,"45, 54, 281, 296",59,4
16/05/2018 18:47:09,2018.1,290,S,M,ICMC,Bacharelado em Ciência da Computação,4,0,Cientista de Dados,Sim,"290, 208",33,2
16/05/2018 18:47:13,2018.1,338,S,M,IME,Bacharelado em Ciência da Computação,4,2,Cientista de Dados,Sim,"60, 178, 248, 338",67,4
16/05/2018 18:48:34,2018.1,208,S,F,ICMC,Bacharelado em Ciência da Computação,4,0,Desenvolvedor,Não,"208, 290",33,2
16/05/2018 18:48:51,2018.1,252,S,M,Poli,Engenharia Elétrica,5,1,Cientista de Dados,Sim,"88, 179, 252, 262",75,4
16/05/2018 18:49:15,2018.1,78,S,F,Poli,Engenharia Elétrica,4,1,Cientista de Dados,Sim,"25, 72, 78, 132",41,4
16/05/2018 18:51:37,2018.1,198,N,M,IME,Bacharelado em Ciência da Computação,4,2,Desenvolvedor,Sim,"60, 178, 198, 338",67,4
16/05/2018 18:52:32,2018.1,132,S,M,Poli,Engenharia da Computação,5,2,Cientista de Dados,Sim,"25, 72, 78, 132",41,4
16/05/2018 18:53:27,2018.1,364,S,M,IME,Bacharelado em Ciência da Computação,1,1,Desenvolvedor,Sim,"106, 364, 311, 347",5,4
16/05/2018 18:53:30,2018.1,248,S,M,IME,Bacharelado em Ciência da Computação,5,0,Desenvolvedor,Sim,"60, 178, 248, 338",67,4
16/05/2018 18:53:39,2018.1,25,S,M,Poli,Engenharia Mecatrônica ,2,2,Negócios,Sim,"25, 72, 78, 132",41,4
16/05/2018 18:54:01,2018.1,155,N,M,IF,Bacharelado em Física,2,0,Desenvolvedor,Sim,"155, 257, 314, 329",22,4
16/05/2018 18:55:12,2018.1,74,S,F,Poli,Engenharia Elétrica,4,2,Designer,Sim,"30, 74, 82, 317",46,4
16/05/2018 18:55:32,2018.1,283,S,M,Poli,Engenharia da Computação,3,1,Cientista de Dados,Sim,"41, 225, 283, 297",56,4
16/05/2018 18:55:59,2018.1,82,S,M,Poli,Engenharia Elétrica,4,1,Desenvolvedor,Sim,"30, 74, 82, 317",46,4
16/05/2018 18:56:19,2018.1,317,S,M,Poli,Curso de Ciências Moleculares,3,2,Cientista de Dados,Sim,"30, 74, 82, 317",46,4
16/05/2018 18:56:38,2018.1,30,S,M,IF,Pós-graduação em Física,Pós-graduação,1,Cientista de Dados,Sim,"30, 74, 82, 317",46,4
16/05/2018 18:56:39,2018.1,117,S,M,Poli,Engenharia Elétrica,2,0,Desenvolvedor,Sim,"117, 126, 176, 288",9,4
16/05/2018 18:56:41,2018.1,41,S,F,Poli,Engenharia Elétrica,2,0,Desenvolvedor,Sim,"41, 225, 297",56,3
16/05/2018 18:58:14,2018.1,88,S,M,Poli,Engenharia Elétrica,5,0,Designer,Sim,"88, 179, 252, 262",75,4
16/05/2018 18:58:44,2018.1,297,S,M,Poli,Engenharia Elétrica,3,2,Desenvolvedor,Sim,"41, 225, 283, 297",56,4
16/05/2018 19:00:43,2018.1,346,S,M,Poli,Engenharia Elétrica,3,0,Desenvolvedor,Não,,0,1
16/05/2018 19:00:53,2018.1,225,S,M,Poli,Engenharia Elétrica,5,2,Desenvolvedor,Sim,"41, 225, 283, 297",56,4
16/05/2018 19:01:54,2018.1,327,S,M,Poli,Pós-graduação em Engenharia da Computação,Pós-graduação,0,Desenvolvedor,Sim,"306, 327, 350",47,3
16/05/2018 19:01:56,2018.1,9,S,F,FFLCH,Linguística,5,0,Desenvolvedor,Sim,"1, 9, 20, 221",1,4
16/05/2018 19:02:20,2018.1,275,S,M,IME,Bacharelado em Ciência da Computação,3,1,Desenvolvedor,Sim,"214, 275, 304",35,3
16/05/2018 19:02:56,2018.1,262,S,M,Poli,Engenharia Elétrica,5,0,Negócios,Sim,"88, 179, 252, 262",75,4
16/05/2018 19:02:57,2018.1,89,N,M,Poli,Engenharia da Computação,3,1,Desenvolvedor,Sim,"89, 96 217",76,2
16/05/2018 19:03:20,2018.1,12,S,F,EACH,Bacharelado em Sistemas de Informação,2,0,Desenvolvedor,Sim,"12, 75, 228, 245",12,4
16/05/2018 19:03:20,2018.1,229,S,M,IME,Bacharelado em Ciência da Computação,1,1,Desenvolvedor,Não,,0,1
16/05/2018 19:03:28,2018.1,4,S,F,EACH,Bacharelado em Sistemas de Informação,1,0,Negócios,Não,,0,1
16/05/2018 19:03:36,2018.1,22,S,F,Poli,Engenharia Elétrica,5,0,Desenvolvedor,Sim,"22, 99, 318",36,3
16/05/2018 19:03:36,2018.1,179,S,M,Poli,Engenharia Elétrica,5,1,Desenvolvedor,Sim,"88, 179, 252, 262",75,4
16/05/2018 19:03:48,2018.1,51,S,M,IME,Bacharelado em Estatística,3,0,Cientista de Dados,Sim,"51, 149, 76",63,3
16/05/2018 19:03:49,2018.1,61,S,M,EACH,Bacharelado em Sistemas de Informação,2,0,Desenvolvedor,Não,"61, 108, 331",68,3
16/05/2018 19:03:52,2018.1,114,S,M,IME,Bacharelado em Matemática Aplicada e Computacional,4,1,Desenvolvedor,Sim,"114, 192, 310, 349",7,4
16/05/2018 19:03:58,2018.1,222,S,M,ECA,Publicidade e Propaganda,1,0,Designer,Não,,0,1
16/05/2018 19:04:00,2018.1,176,S,M,Poli,Engenharia Elétrica,2,0,Desenvolvedor,Sim,"117, 126, 176, 288",9,4
16/05/2018 19:05:00,2018.1,76,S,M,IME,Bacharelado em Estatística,2,0,Cientista de Dados,Sim,"51, 149, 76",63,3
16/05/2018 19:05:10,2018.1,357,S,M,IME,Bacharelado em Ciência da Computação,1,1,Desenvolvedor,Sim,"64, 131, 357, 358",70,4
16/05/2018 19:05:17,2018.1,220,S,M,IME,Bacharelado em Ciência da Computação,1,2,Cientista de Dados,Não,,0,1
16/05/2018 19:05:18,2018.1,258,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Não,,0,1
16/05/2018 19:05:23,2018.1,217,N,M,Poli,Engenharia da Computação,3,0,Cientista de Dados,Sim,"89, 96 217",76,2
16/05/2018 19:05:35,2018.1,257,N,M,EACH,Bacharelado em Sistemas de Informação,2,1,Desenvolvedor,Sim,"155, 257, 314, 329",22,4
16/05/2018 19:05:43,2018.1,270,S,M,FFLCH,Ciências Sociais,4,0,Cientista de Dados,Sim,"10, 270, 299, 323",2,4
16/05/2018 19:05:47,2018.1,245,S,M,EACH,Bacharelado em Sistemas de Informação,2,0,Desenvolvedor,Sim,"12, 75, 228, 245",12,4
16/05/2018 19:06:25,2018.1,244,N,M,IME,Bacharelado em Ciência da Computação,4,2,Desenvolvedor,Não,,0,1
16/05/2018 19:06:29,2018.1,64,S,M,IME,Bacharelado em Ciência da Computação,1,0,Desenvolvedor,Sim,"64, 131, 357, 358",70,4
16/05/2018 19:06:33,2018.1,149,S,M,IME,Bacharelado em Estatística,2,2,Cientista de Dados,Sim,"51, 149, 76",63,3
16/05/2018 19:06:58,2018.1,161,S,M,IME,Curso de Ciências Moleculares,3,0,Cientista de Dados,Sim,"50, 109, 161, 334",62,4
16/05/2018 19:07:36,2018.1,20,S,F,Poli,Engenharia Elétrica,2,1,Designer,Sim,"1, 9, 20, 221",1,4
16/05/2018 19:08:22,2018.1,13,N,M,IME,Bacharelado em Ciência da Computação,3,2,Desenvolvedor,Não,,0,1
16/05/2018 19:08:27,2018.1,152,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Não,,0,1
16/05/2018 19:08:32,2018.1,99,S,M,FEA,Ciências Econômicas,4,0,Negócios,Sim,"22, 99, 318",36,3
16/05/2018 19:08:36,2018.1,126,S,M,Poli,Engenharia Elétrica,1,0,Desenvolvedor,Sim,"117, 126, 176, 288",9,4
16/05/2018 19:08:47,2018.1,204,S,M,IME,Bacharelado em Ciência da Computação,2,1,Cientista de Dados,Sim,"3, 33, 191, 204",45,4
16/05/2018 19:09:38,2018.1,310,S,M,IME,Bacharelado em Estatística,3,1,Cientista de Dados,Sim,"114, 192, 310, 349",7,4
16/05/2018 19:09:43,2018.1,240,N,M,Poli,Engenharia Elétrica,2,1,Desenvolvedor,Sim,"23, 240, 307, 320",38,4
16/05/2018 19:10:57,2018.1,28,N,M,IME,Bacharelado em Ciência da Computação,2,0,Desenvolvedor,Sim,"26, 28",43,2
16/05/2018 19:11:18,2018.1,10,S,F,IME,Bacharelado em Estatística,5,0,Cientista de Dados,Sim,"10, 270, 299, 323",2,4
16/05/2018 19:11:34,2018.1,304,S,M,IME,Bacharelado em Ciência da Computação,2,1,Desenvolvedor,Sim,"214, 275, 304",35,3
16/05/2018 19:11:36,2018.1,214,S,M,IME,Bacharelado em Ciência da Computação,2,0,Desenvolvedor,Sim,"214, 275, 304",35,3
16/05/2018 19:12:54,2018.1,75,S,M,EACH,Bacharelado em Sistemas de Informação,2,1,Negócios,Sim,"12, 75, 228, 245",12,4
16/05/2018 19:13:04,2018.1,349,S,M,IME,Bacharelado em Matemática Aplicada e Computacional,4,0,Cientista de Dados,Sim,"114, 192, 310, 349",7,4
16/05/2018 19:13:16,2018.1,33,S,F,IME,Bacharelado em Ciência da Computação,1,1,Desenvolvedor,Sim,"3, 33, 191, 204",45,4
16/05/2018 19:14:09,2018.1,288,S,M,Poli,Engenharia Mecatrônica ,2,0,Cientista de Dados,Sim,"117, 126, 176, 288",9,4
16/05/2018 19:15:24,2018.1,192,S,M,IME,Bacharelado em Matemática Aplicada e Computacional,4,0,Cientista de Dados,Sim,"114, 192, 310, 349",7,4
16/05/2018 19:16:57,2018.1,251,N,M,Poli,Engenharia Mecatrônica ,1,0,Desenvolvedor,Sim,"158, 251",23,2
16/05/2018 19:17:37,2018.1,249,S,M,IME,Bacharelado em Ciência da Computação,4,1,Desenvolvedor,Sim,"227, 249, 261, 312",37,4
16/05/2018 19:17:53,2018.1,261,S,M,IME,Bacharelado em Ciência da Computação,4,1,Desenvolvedor,Sim,"227, 249, 261, 312",37,4
16/05/2018 19:18:16,2018.1,216,N,M,Poli,Engenharia da Computação,3,1,Cientista de Dados,Não,"111, 216, 284",6,3
16/05/2018 19:18:29,2018.1,23,N,M,Poli,Engenharia da Computação,2,1,Desenvolvedor,Sim,"23, 240, 307, 320",38,4
16/05/2018 19:18:30,2018.1,320,N,F,Poli,Engenharia da Computação,2,1,Desenvolvedor,Sim,"23, 240, 307, 320",38,4
16/05/2018 19:19:27,2018.1,227,S,M,IME,Bacharelado em Ciência da Computação,4,1,Desenvolvedor,Sim,"227, 249, 261, 312",37,4
16/05/2018 19:19:29,2018.1,314,N,M,EACH,Bacharelado em Sistemas de Informação,3,0,Desenvolvedor,Sim,"155, 257, 314, 329",22,4
16/05/2018 19:20:12,2018.1,46,S,F,IME,Bacharelado em Ciência da Computação,1,0,Desenvolvedor,Não,,0,1
16/05/2018 19:20:22,2018.1,158,N,M,Poli,Engenharia Mecatrônica ,2,0,Desenvolvedor,Sim,"158, 251",23,2
16/05/2018 19:20:30,2018.1,358,S,M,IME,Bacharelado em Ciência da Computação,1,0,Desenvolvedor,Sim,"64, 131, 357, 358",70,4
16/05/2018 19:22:55,2018.1,329,N,M,EACH,Bacharelado em Sistemas de Informação,2,0,Desenvolvedor,Sim,"155, 257, 314, 329",22,4
16/05/2018 19:23:32,2018.1,337,N,F,EACH,Bacharelado em Sistemas de Informação,1,1,Desenvolvedor,Não,,0,1
16/05/2018 19:24:08,2018.1,221,S,M,Poli,Engenharia Elétrica,2,0,Desenvolvedor,Sim,"1, 9, 20, 221",1,4
16/05/2018 19:26:30,2018.1,334,S,M,IF,Curso de Ciências Moleculares,3,0,Cientista de Dados,Sim,"50, 109, 161, 334",62,4
16/05/2018 19:28:06,2018.1,326,S,F,ECA,Publicidade e Propaganda,5,0,Designer,Não,,0,1
16/05/2018 19:28:25,2018.1,50,S,M,Poli,Curso de Ciências Moleculares,3,0,Cientista de Dados,Sim,"50, 109, 161, 334",62,4
16/05/2018 19:30:14,2018.1,70,N,M,ICB,Ciencias Biomédicas ,2,0,Nenhuma,Não,,0,1
16/05/2018 19:30:42,2018.1,124,S,F,IME,Bacharelado em Matemática Aplicada e Computacional,3,0,Desenvolvedor,Não,,0,1
16/05/2018 19:31:10,2018.1,85,N,M,Poli,Engenharia Elétrica,2,0,Cientista de Dados,Não,,0,1
16/05/2018 19:31:11,2018.1,202,N,M,FEA,Administração,3,0,Negócios,Não,,0,1
16/05/2018 19:31:59,2018.1,223,N,M,Poli,Engenharia Mecatrônica ,2,0,Cientista de Dados,Não,,0,1
16/05/2018 19:32:41,2018.1,96,N,M,Poli,Engenharia da Computação,3,0,Desenvolvedor,Sim,"89, 96 217",76,2
16/05/2018 19:32:54,2018.1,164,N,M,EACH,Bacharelado em Sistemas de Informação,4,2,Desenvolvedor,Sim,"62, 164, 272, 236",69,4
16/05/2018 19:34:18,2018.1,236,N,M,EACH,Bacharelado em Sistemas de Informação,4,0,Desenvolvedor,Sim,"62, 164, 236, 272",69,4
16/05/2018 19:35:26,2018.1,325,N,F,FCF,Farmácia-Bioquímica,5,0,Negócios,Não,,0,1
16/05/2018 19:37:11,2018.1,284,N,M,Poli,Engenharia Mecatrônica ,2,2,Desenvolvedor,Sim,"111, 216, 284",6,3
16/05/2018 19:37:50,2018.1,72,S,F,FFLCH,Letras,5,0,Desenvolvedor,Sim,"25, 72, 78, 132",41,4
16/05/2018 19:38:25,2018.1,113,N,M,IME,Bacharelado em Ciência da Computação,1,0,Desenvolvedor,Não,,0,1
16/05/2018 19:39:41,2018.1,268,N,F,Poli,Engenharia da Computação,4,2,Desenvolvedor,Sim,"52, 56, 254, 268",64,4
16/05/2018 19:41:54,2018.1,111,N,M,Poli,Engenharia Mecatrônica ,3,0,Cientista de Dados,Sim,"111, 216, 284",6,3
16/05/2018 19:42:10,2018.1,148,N,M,IME,Bacharelado em Ciência da Computação,3,0,Desenvolvedor,Sim,"148, 173, 184",18,3
16/05/2018 19:42:59,2018.1,312,S,M,IME,Bacharelado em Ciência da Computação,4,1,Cientista de Dados,Sim,"227, 249, 261, 312",37,4
16/05/2018 19:43:17,2018.1,281,S,M,IME,Bacharelado em Ciência da Computação,3,2,Desenvolvedor,Sim,"45, 54, 281, 296",59,4
16/05/2018 19:43:20,2018.1,97,N,M,IF,Bacharelado em Física,4,1,Desenvolvedor,Sim,"84, 97",73,2
16/05/2018 19:44:13,2018.1,143,N,F,Poli,Engenharia Elétrica,3,0,Desenvolvedor,Sim,"37, 87, 143, 289",52,4
16/05/2018 19:44:28,2018.1,60,S,M,IME,Bacharelado em Ciência da Computação,5,1,Cientista de Dados,Sim,"60, 178, 248, 338",67,4
16/05/2018 19:44:57,2018.1,318,S,M,Poli,Engenharia Elétrica,5,2,Cientista de Dados,Sim,"22, 99, 318",36,3
16/05/2018 19:46:34,2018.1,44,N,F,EESC,Engenharia da Computação,2,2,Desenvolvedor,Não,,0,1
16/05/2018 19:46:58,2018.1,106,S,M,IME,Bacharelado em Ciência da Computação,1,0,Desenvolvedor,Sim,"106, 364, 311, 347",5,4
16/05/2018 19:47:17,2018.1,79,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Não,,0,1
16/05/2018 19:47:29,2018.1,173,N,M,IME,Bacharelado em Ciência da Computação,3,1,Desenvolvedor,Sim,"148, 173, 184",18,3
16/05/2018 19:48:25,2018.1,62,N,M,Poli,Engenharia Elétrica,3,0,Designer,Sim,"62, 164, 272, 236",69,4
16/05/2018 19:48:43,2018.1,184,N,M,IME,Bacharelado em Ciência da Computação,3,0,Desenvolvedor,Sim,"148, 173, 184",18,3
16/05/2018 19:51:07,2018.1,87,N,M,Poli,Engenharia Elétrica,4,2,Cientista de Dados,Sim,,0,1
16/05/2018 19:53:57,2018.1,167,N,F,FEA,Administração ,2,0,Negócios,Sim,"167, 207",25,2
16/05/2018 19:55:09,2018.1,264,N,M,IME,Bacharelado em Ciência da Computação,1,0,Cientista de Dados,Sim,,0,1
16/05/2018 19:56:16,2018.1,207,N,F,FEA,Administração,2,0,Negócios,Sim,"167, 207",25,2
16/05/2018 19:58:34,2018.1,133,N,M,Poli,Engenharia da Computação,2,0,Desenvolvedor,Sim,"35, 133, 303, 356",50,4
16/05/2018 20:07:55,2018.1,159,N,M,IME,Bacharelado em Ciência da Computação,1,0,Negócios,Não,,0,1
16/05/2018 20:09:43,2018.1,295,N,M,IME,Bacharelado em Ciência da Computação,1,1,Desenvolvedor,Não,,0,1
16/05/2018 20:10:04,2018.1,218,N,M,IME,Bacharelado em Ciência da Computação,3,0,Desenvolvedor,Não,,0,1
16/05/2018 20:10:05,2018.1,27,N,M,IF,Bacharelado em Física,2,1,Cientista de Dados,Não,,0,1
16/05/2018 20:11:20,2018.1,108,N,M,EACH,Bacharelado em Sistemas de Informação,2,0,Cientista de Dados,Não,"61, 108, 331",68,3
16/05/2018 20:12:52,2018.1,183,N,F,EACH,Marketing,4,0,Negócios,Sim,,0,1
16/05/2018 20:13:42,2018.1,1,S,M,Poli,Engenharia Mecatrônica ,5,5,Cientista de Dados,Sim,"1, 9, 20, 221",1,4
16/05/2018 20:15:00,2018.1,73,N,F,IAG,Geofísica,5,0,Negócios,Não,,0,1
16/05/2018 20:17:27,2018.1,254,N,M,Poli,Engenharia da Computação,4,0,Desenvolvedor,Sim,"52, 56, 254, 268",64,4
16/05/2018 20:17:33,2018.1,52,N,M,Poli,Engenharia da Computação,4,1,Desenvolvedor,Sim,"52, 56, 254, 268",64,4
16/05/2018 20:21:25,2018.1,34,N,M,IME,Bacharelado em Ciência da Computação,1,0,Desenvolvedor,Não,,0,1
16/05/2018 20:22:14,2018.1,56,N,M,Poli,Engenharia da Computação,4,2,Cientista de Dados,Sim,"52, 56, 254, 268",64,4
16/05/2018 20:22:54,2018.1,123,N,F,Poli,Engenharia Ambiental,2,0,Desenvolvedor,Sim,"123, 194, 231",13,3
16/05/2018 20:25:52,2018.1,272,N,M,EACH,Bacharelado em Sistemas de Informação,4,0,Desenvolvedor,Sim,"62, 164, 236, 272",69,4
16/05/2018 20:28:30,2018.1,188,N,M,IME,Bacharelado em Ciência da Computação,2,0,Desenvolvedor,Sim,"188, 214, 304, 365",29,4
16/05/2018 20:30:53,2018.1,170,N,M,ICMC,Bacharelado em Ciência da Computação,5,1,Desenvolvedor,Não,,0,1
16/05/2018 20:33:03,2018.1,144,N,F,ICMC,Bacharelado em Ciência da Computação,2,0,Cientista de Dados,Sim,"260, 277, 160, 141, 352, 144, 90",44,7
16/05/2018 20:34:56,2018.1,37,N,F,Poli,Engenharia Elétrica,4,0,Desenvolvedor,Sim,"37, 87, 289, 143",52,4
16/05/2018 20:36:48,2018.1,101,N,M,EACH,Bacharelado em Sistemas de Informação,3,1,Negócios,Sim,"101, 315, 322, 362",3,4
16/05/2018 20:38:40,2018.1,279,N,M,IME,Bacharelado em Matemática Pura,2,0,Designer,Não,,0,1
16/05/2018 20:42:16,2018.1,293,N,M,IME,,5,0,Desenvolvedor,Não,,0,1
16/05/2018 20:44:01,2018.1,315,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Sim,"101, 315, 322, 362",3,4
16/05/2018 20:44:49,2018.1,147,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Não,"147, 211",17,2
16/05/2018 20:46:41,2018.1,194,N,F,Poli,Engenharia Elétrica,5,1,Cientista de Dados,Sim,"123, 194, 231",13,3
16/05/2018 20:46:52,2018.1,289,N,F,Poli,Engenharia Elétrica,4,0,Negócios,Sim,"37, 87, 289, 143",52,4
16/05/2018 20:55:13,2018.1,135,N,M,IME,Bacharelado em Ciência da Computação,3,1,Desenvolvedor,Sim,"5, 165, 300, 135",61,4
16/05/2018 20:55:23,2018.1,210,N,F,ICMC,Bacharelado em Sistemas de Informação,2,1,Desenvolvedor,Não,,0,1
16/05/2018 20:55:32,2018.1,321,N,M,IF,Pós-graduação em Tecnologia Nuclear ,Pós-graduação,0,Desenvolvedor,Não,,0,1
16/05/2018 20:55:48,2018.1,322,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Designer,Sim,"101, 315, 322, 362",3,4
16/05/2018 20:57:03,2018.1,140,N,F,Poli,Engenharia da Computação,2,0,Desenvolvedor,Não,,0,1
16/05/2018 20:58:29,2018.1,303,N,M,Poli,Engenharia da Computação,2,0,Cientista de Dados,Sim,"35, 133, 303, 356",50,4
16/05/2018 21:02:17,2018.1,112,N,M,Poli,Engenharia da Computação,2,0,Desenvolvedor,Sim,"15, 112, 199, 287",19,4
16/05/2018 21:09:02,2018.1,35,N,F,Poli,Engenharia de Produção,2,0,Designer,Sim,"35, 133, 303, 356",50,4
16/05/2018 21:12:18,2018.1,57,N,M,Poli,Doutorado em Engenharia da Computação,Doutorado,0,Cientista de Dados,Não,,0,1
16/05/2018 21:13:54,2018.1,212,N,M,EACH,Marketing,1,0,Negócios,Sim,"147, 211",17,2
16/05/2018 21:15:25,2018.1,311,S,M,IME,Bacharelado em Ciência da Computação,1,0,Desenvolvedor,Sim,"106, 364, 311, 347",5,4
16/05/2018 21:21:02,2018.1,40,S,F,IME,Bacharelado em Estatística,3,1,Cientista de Dados,Sim,"40, 238",55,2
16/05/2018 21:24:03,2018.1,362,N,F,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Sim,"101, 315, 322, 362",3,4
16/05/2018 21:25:13,2018.1,31,N,M,IME,Bacharelado em Ciência da Computação,2,2,Desenvolvedor,Sim,"31, 48, 95, 280",48,4
16/05/2018 21:28:17,2018.1,165,N,M,IME,Bacharelado em Ciência da Computação,3,1,Desenvolvedor,Sim,"5, 165, 300, 135",61,4
16/05/2018 21:30:15,2018.1,105,N,M,EACH,Educação Física e Saúde,5,0,Designer,Não,,0,1
16/05/2018 21:31:21,2018.1,234,N,M,FEA,Administração,2,0,Negócios,Não,,0,1
16/05/2018 21:32:36,2018.1,5,N,M,IME,Bacharelado em Ciência da Computação,3,0,Desenvolvedor,Sim,"5, 165, 300, 135",61,4
16/05/2018 21:37:10,2018.1,347,S,M,IME,Bacharelado em Ciência da Computação,1,0,Desenvolvedor,Sim,"106, 364, 311, 347",5,4
16/05/2018 21:40:52,2018.1,287,N,M,Poli,Engenharia Química,2,0,Designer,Sim,"15, 112, 199, 287",19,4
16/05/2018 21:43:20,2018.1,49,N,M,FD,Direito,1,0,Negócios,Não,,0,1
16/05/2018 21:44:51,2018.1,67,N,M,IME,Pós-graduação em Ciência da Computação,Pós-graduação,0,Cientista de Dados,Não,,0,1
16/05/2018 21:46:51,2018.1,263,N,F,FAU,Design,3,0,Designer,Não,,0,1
16/05/2018 21:47:22,2018.1,335,N,M,FO,Pós-graduação em Ciências Odontológicas,Pós-graduação,0,Pesquisador,Não,,0,1
16/05/2018 21:47:24,2018.1,15,N,M,Poli,Engenharia Química,5,0,Desenvolvedor,Sim,"15, 112, 199, 287",19,4
16/05/2018 21:52:17,2018.1,3,S,M,IME,Bacharelado em Estatística ,4,0,Cientista de Dados,Sim,"3, 33, 191, 204",45,4
16/05/2018 21:58:03,2018.1,199,N,M,Poli,Engenharia Química ,4,0,Negócios,Sim,"15, 112, 199, 287",19,4
16/05/2018 21:59:04,2018.1,16,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Negócios,Sim,"16, 17, 98",24,3
16/05/2018 22:05:53,2018.1,300,N,M,IME,Bacharelado em Ciência da Computação,3,0,Desenvolvedor,Sim,"5, 165, 300, 135",61,4
16/05/2018 22:11:21,2018.1,237,N,M,FCF,Farmácia-Bioquímica,1,0,Designer,Sim,,0,1
16/05/2018 22:20:48,2018.1,189,N,F,FAU,Design,4,0,Designer,Não,,0,1
16/05/2018 22:22:25,2018.1,174,N,M,Poli,Engenharia Mecatrônica ,5,1,Cientista de Dados,Sim,"18, 185, 174, 324",28,4
16/05/2018 22:24:40,2018.1,18,N,M,Poli,Engenharia Mecatrônica ,5,0,Negócios,Sim,"18, 185, 174, 324",28,4
16/05/2018 22:29:27,2018.1,307,N,M,Poli,Engenharia Mecatrônica ,2,1,Desenvolvedor,Sim,"23, 240, 307, 320",38,4
16/05/2018 22:35:05,2018.1,120,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Sim,,0,1
16/05/2018 22:41:22,2018.1,137,S,M,Poli,Engenharia Elétrica,5,1,Desenvolvedor,Sim,"137, 213, 276",15,3
16/05/2018 22:41:27,2018.1,324,N,M,Poli,Engenharia de Minas,5,0,Desenvolvedor,Sim,"18, 185, 174, 324",28,4
16/05/2018 22:42:47,2018.1,213,S,M,Poli,Engenharia Civil,5,1,Cientista de Dados,Sim,"137, 213, 276",15,3
16/05/2018 22:43:54,2018.1,215,N,M,IME,Pós-graduação em Ciência da Computação,Pós-graduação,1,Cientista de Dados,Não,,0,1
16/05/2018 22:44:10,2018.1,276,S,F,Poli,Engenharia de Materiais,5,0,Cientista de Dados,Sim,"137, 213, 276",15,3
16/05/2018 22:44:45,2018.1,185,N,M,Poli,Engenharia Elétrica,4,2,Desenvolvedor,Sim,"18, 185, 174, 324",28,4
16/05/2018 22:46:01,2018.1,195,N,F,IME,Pós-graduação em Ciência da Computação,Pós-graduação,0,Cientista de Dados,Não,,0,1
16/05/2018 22:50:56,2018.1,136,N,M,Poli,Engenharia da Computação,1,0,Negócios,Não,"136, 180",14,2
16/05/2018 23:08:07,2018.1,247,N,M,ICMC,Bacharelado em Ciência da Computação,4,2,Desenvolvedor,Sim,"247, 208, 280",40,3
16/05/2018 23:10:25,2018.1,122,N,M,IME,Bacharelado em Estatística,1,0,Cientista de Dados,Não,,0,1
16/05/2018 23:32:20,2018.1,7,N,M,IME,Licenciatura em Matemática,3,0,Desenvolvedor,Não,,0,1
16/05/2018 23:54:49,2018.1,191,S,F,Poli,Engenharia da Computação,4,1,Cientista de Dados,Sim,"3, 33, 191, 204",45,4
17/05/2018 00:19:22,2018.1,305,N,F,FEA,,3,0,Negócios,Não,,0,1
17/05/2018 00:27:52,2018.1,201,N,M,EACH,Bacharelado em Sistemas de Informação,2,1,Negócios,Sim,"42, 107, 201, 205",57,4
17/05/2018 00:35:42,2018.1,26,N,M,Poli,Engenharia Mecatrônica ,5,0,Desenvolvedor,Sim,"26, 28",43,2
17/05/2018 00:46:39,2018.1,205,N,M,EACH,Bacharelado em Sistemas de Informação,2,1,Desenvolvedor,Sim,"42, 107, 201, 205",57,4
17/05/2018 00:59:01,2018.1,232,N,M,FEA,Pós-graduação em Empreendedorismo e Inovação,Pós-graduação,0,Negócios,Não,,0,1
