Datetime,id,IsSelected,Gender,College,StudentProgram,GraduationYear,NHackathon,Role,HasTeam,TeamMembers,TeamId,TeamSize
16/05/2018 19:20:30,358,S,M,IME,Bacharelado em Ciência da Computação,1,0,Desenvolvedor,Sim,"64, 131, 357, 358",70,4
16/05/2018 19:22:55,329,N,M,EACH,Bacharelado em Sistemas de Informação,2,0,Desenvolvedor,Sim,"155, 257, 314, 329",22,4
16/05/2018 19:23:32,337,N,F,EACH,Bacharelado em Sistemas de Informação,1,1,Desenvolvedor,Não,,0,1
16/05/2018 19:24:08,221,S,M,Poli,Engenharia Elétrica,2,0,Desenvolvedor,Sim,"1, 9, 20, 221",1,4
16/05/2018 19:26:30,334,S,M,IF,Curso de Ciências Moleculares,3,0,Cientista de Dados,Sim,"50, 109, 161, 334",62,4
16/05/2018 19:28:06,326,S,F,ECA,Publicidade e Propaganda,5,0,Designer,Não,,0,1
16/05/2018 19:28:25,50,S,M,Poli,Curso de Ciências Moleculares,3,0,Cientista de Dados,Sim,"50, 109, 161, 334",62,4
16/05/2018 19:30:14,70,N,M,ICB,Ciencias Biomédicas ,2,0,Nenhuma,Não,,0,1
16/05/2018 19:30:42,124,S,F,IME,Bacharelado em Matemática Aplicada e Computacional,3,0,Desenvolvedor,Não,,0,1
16/05/2018 19:31:10,85,N,M,Poli,Engenharia Elétrica,2,0,Cientista de Dados,Não,,0,1
16/05/2018 19:31:11,202,N,M,FEA,Administração,3,0,Negócios,Não,,0,1
16/05/2018 19:31:59,223,N,M,Poli,Engenharia Mecatrônica ,2,0,Cientista de Dados,Não,,0,1
16/05/2018 19:32:41,96,N,M,Poli,Engenharia da Computação,3,0,Desenvolvedor,Sim,"89, 96 217",76,2
16/05/2018 19:32:54,164,N,M,EACH,Bacharelado em Sistemas de Informação,4,2,Desenvolvedor,Sim,"62, 164, 272, 236",69,4
16/05/2018 19:34:18,236,N,M,EACH,Bacharelado em Sistemas de Informação,4,0,Desenvolvedor,Sim,"62, 164, 236, 272",69,4
16/05/2018 19:35:26,325,N,F,FCF,Farmácia-Bioquímica,5,0,Negócios,Não,,0,1
16/05/2018 19:37:11,284,N,M,Poli,Engenharia Mecatrônica ,2,2,Desenvolvedor,Sim,"111, 216, 284",6,3
16/05/2018 19:37:50,72,S,F,FFLCH,Letras,5,0,Desenvolvedor,Sim,"25, 72, 78, 132",41,4
16/05/2018 19:38:25,113,N,M,IME,Bacharelado em Ciência da Computação,1,0,Desenvolvedor,Não,,0,1
16/05/2018 19:39:41,268,N,F,Poli,Engenharia da Computação,4,2,Desenvolvedor,Sim,"52, 56, 254, 268",64,4
16/05/2018 19:41:54,111,N,M,Poli,Engenharia Mecatrônica ,3,0,Cientista de Dados,Sim,"111, 216, 284",6,3
16/05/2018 19:42:10,148,N,M,IME,Bacharelado em Ciência da Computação,3,0,Desenvolvedor,Sim,"148, 173, 184",18,3
16/05/2018 19:42:59,312,S,M,IME,Bacharelado em Ciência da Computação,4,1,Cientista de Dados,Sim,"227, 249, 261, 312",37,4
16/05/2018 19:43:17,281,S,M,IME,Bacharelado em Ciência da Computação,3,2,Desenvolvedor,Sim,"45, 54, 281, 296",59,4
16/05/2018 19:43:20,97,N,M,IF,Bacharelado em Física,4,1,Desenvolvedor,Sim,"84, 97",73,2
16/05/2018 19:44:13,143,N,F,Poli,Engenharia Elétrica,3,0,Desenvolvedor,Sim,"37, 87, 143, 289",52,4
16/05/2018 19:44:28,60,S,M,IME,Bacharelado em Ciência da Computação,5,1,Cientista de Dados,Sim,"60, 178, 248, 338",67,4
16/05/2018 19:44:57,318,S,M,Poli,Engenharia Elétrica,5,2,Cientista de Dados,Sim,"22, 99, 318",36,3
16/05/2018 19:46:34,44,N,F,EESC,Engenharia da Computação,2,2,Desenvolvedor,Não,,0,1
16/05/2018 19:46:58,106,S,M,IME,Bacharelado em Ciência da Computação,1,0,Desenvolvedor,Sim,"106, 364, 311, 347",5,4
16/05/2018 19:47:17,79,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Não,,0,1
16/05/2018 19:47:29,173,N,M,IME,Bacharelado em Ciência da Computação,3,1,Desenvolvedor,Sim,"148, 173, 184",18,3
16/05/2018 19:48:25,62,N,M,Poli,Engenharia Elétrica,3,0,Designer,Sim,"62, 164, 272, 236",69,4
16/05/2018 19:48:43,184,N,M,IME,Bacharelado em Ciência da Computação,3,0,Desenvolvedor,Sim,"148, 173, 184",18,3
16/05/2018 19:51:07,87,N,M,Poli,Engenharia Elétrica,4,2,Cientista de Dados,Sim,,0,1
16/05/2018 19:53:57,167,N,F,FEA,Administração ,2,0,Negócios,Sim,"167, 207",25,2
16/05/2018 19:55:09,264,N,M,IME,Bacharelado em Ciência da Computação,1,0,Cientista de Dados,Sim,,0,1
16/05/2018 19:56:16,207,N,F,FEA,Administração,2,0,Negócios,Sim,"167, 207",25,2
16/05/2018 19:58:34,133,N,M,Poli,Engenharia da Computação,2,0,Desenvolvedor,Sim,"35, 133, 303, 356",50,4
16/05/2018 20:07:55,159,N,M,IME,Bacharelado em Ciência da Computação,1,0,Negócios,Não,,0,1
16/05/2018 20:09:43,295,N,M,IME,Bacharelado em Ciência da Computação,1,1,Desenvolvedor,Não,,0,1
16/05/2018 20:10:04,218,N,M,IME,Bacharelado em Ciência da Computação,3,0,Desenvolvedor,Não,,0,1
16/05/2018 20:10:05,27,N,M,IF,Bacharelado em Física,2,1,Cientista de Dados,Não,,0,1
16/05/2018 20:11:20,108,N,M,EACH,Bacharelado em Sistemas de Informação,2,0,Cientista de Dados,Não,"61, 108, 331",68,3
16/05/2018 20:12:52,183,N,F,EACH,Marketing,4,0,Negócios,Sim,,0,1
16/05/2018 20:13:42,1,S,M,Poli,Engenharia Mecatrônica ,5,5,Cientista de Dados,Sim,"1, 9, 20, 221",1,4
16/05/2018 20:15:00,73,N,F,IAG,Geofísica,5,0,Negócios,Não,,0,1
16/05/2018 20:17:27,254,N,M,Poli,Engenharia da Computação,4,0,Desenvolvedor,Sim,"52, 56, 254, 268",64,4
16/05/2018 20:17:33,52,N,M,Poli,Engenharia da Computação,4,1,Desenvolvedor,Sim,"52, 56, 254, 268",64,4
16/05/2018 20:21:25,34,N,M,IME,Bacharelado em Ciência da Computação,1,0,Desenvolvedor,Não,,0,1
16/05/2018 20:22:14,56,N,M,Poli,Engenharia da Computação,4,2,Cientista de Dados,Sim,"52, 56, 254, 268",64,4
16/05/2018 20:22:54,123,N,F,Poli,Engenharia Ambiental,2,0,Desenvolvedor,Sim,"123, 194, 231",13,3
16/05/2018 20:25:52,272,N,M,EACH,Bacharelado em Sistemas de Informação,4,0,Desenvolvedor,Sim,"62, 164, 236, 272",69,4
16/05/2018 20:28:30,188,N,M,IME,Bacharelado em Ciência da Computação,2,0,Desenvolvedor,Sim,"188, 214, 304, 365",29,4
16/05/2018 20:30:53,170,N,M,ICMC,Bacharelado em Ciência da Computação,5,1,Desenvolvedor,Não,,0,1
16/05/2018 20:33:03,144,N,F,ICMC,Bacharelado em Ciência da Computação,2,0,Cientista de Dados,Sim,"260, 277, 160, 141, 352, 144, 90",44,7
16/05/2018 20:34:56,37,N,F,Poli,Engenharia Elétrica,4,0,Desenvolvedor,Sim,"37, 87, 289, 143",52,4
16/05/2018 20:36:48,101,N,M,EACH,Bacharelado em Sistemas de Informação,3,1,Negócios,Sim,"101, 315, 322, 362",3,4
16/05/2018 20:38:40,279,N,M,IME,Bacharelado em Matemática Pura,2,0,Designer,Não,,0,1
16/05/2018 20:42:16,293,N,M,IME,,5,0,Desenvolvedor,Não,,0,1
16/05/2018 20:44:01,315,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Sim,"101, 315, 322, 362",3,4
16/05/2018 20:44:49,147,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Não,"147, 211",17,2
16/05/2018 20:46:41,194,N,F,Poli,Engenharia Elétrica,5,1,Cientista de Dados,Sim,"123, 194, 231",13,3
16/05/2018 20:46:52,289,N,F,Poli,Engenharia Elétrica,4,0,Negócios,Sim,"37, 87, 289, 143",52,4
16/05/2018 20:55:13,135,N,M,IME,Bacharelado em Ciência da Computação,3,1,Desenvolvedor,Sim,"5, 165, 300, 135",61,4
16/05/2018 20:55:23,210,N,F,ICMC,Bacharelado em Sistemas de Informação,2,1,Desenvolvedor,Não,,0,1
16/05/2018 20:55:32,321,N,M,IF,Pós-graduação em Tecnologia Nuclear ,Pós-graduação,0,Desenvolvedor,Não,,0,1
16/05/2018 20:55:48,322,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Designer,Sim,"101, 315, 322, 362",3,4
16/05/2018 20:57:03,140,N,F,Poli,Engenharia da Computação,2,0,Desenvolvedor,Não,,0,1
16/05/2018 20:58:29,303,N,M,Poli,Engenharia da Computação,2,0,Cientista de Dados,Sim,"35, 133, 303, 356",50,4
16/05/2018 21:02:17,112,N,M,Poli,Engenharia da Computação,2,0,Desenvolvedor,Sim,"15, 112, 199, 287",19,4
16/05/2018 21:09:02,35,N,F,Poli,Engenharia de Produção,2,0,Designer,Sim,"35, 133, 303, 356",50,4
16/05/2018 21:12:18,57,N,M,Poli,Doutorado em Engenharia da Computação,Doutorado,0,Cientista de Dados,Não,,0,1
16/05/2018 21:13:54,212,N,M,EACH,Marketing,1,0,Negócios,Sim,"147, 211",17,2
16/05/2018 21:15:25,311,S,M,IME,Bacharelado em Ciência da Computação,1,0,Desenvolvedor,Sim,"106, 364, 311, 347",5,4
16/05/2018 21:21:02,40,S,F,IME,Bacharelado em Estatística,3,1,Cientista de Dados,Sim,"40, 238",55,2
16/05/2018 21:24:03,362,N,F,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Sim,"101, 315, 322, 362",3,4
16/05/2018 21:25:13,31,N,M,IME,Bacharelado em Ciência da Computação,2,2,Desenvolvedor,Sim,"31, 48, 95, 280",48,4
16/05/2018 21:28:17,165,N,M,IME,Bacharelado em Ciência da Computação,3,1,Desenvolvedor,Sim,"5, 165, 300, 135",61,4
16/05/2018 21:30:15,105,N,M,EACH,Educação Física e Saúde,5,0,Designer,Não,,0,1
16/05/2018 21:31:21,234,N,M,FEA,Administração,2,0,Negócios,Não,,0,1
16/05/2018 21:32:36,5,N,M,IME,Bacharelado em Ciência da Computação,3,0,Desenvolvedor,Sim,"5, 165, 300, 135",61,4
16/05/2018 21:37:10,347,S,M,IME,Bacharelado em Ciência da Computação,1,0,Desenvolvedor,Sim,"106, 364, 311, 347",5,4
16/05/2018 21:40:52,287,N,M,Poli,Engenharia Química,2,0,Designer,Sim,"15, 112, 199, 287",19,4
16/05/2018 21:43:20,49,N,M,FD,Direito,1,0,Negócios,Não,,0,1
16/05/2018 21:44:51,67,N,M,IME,Pós-graduação em Ciência da Computação,Pós-graduação,0,Cientista de Dados,Não,,0,1
16/05/2018 21:46:51,263,N,F,FAU,Design,3,0,Designer,Não,,0,1
16/05/2018 21:47:22,335,N,M,FO,Pós-graduação em Ciências Odontológicas,Pós-graduação,0,Pesquisador,Não,,0,1
16/05/2018 21:47:24,15,N,M,Poli,Engenharia Química,5,0,Desenvolvedor,Sim,"15, 112, 199, 287",19,4
16/05/2018 21:52:17,3,S,M,IME,Bacharelado em Estatística ,4,0,Cientista de Dados,Sim,"3, 33, 191, 204",45,4
16/05/2018 21:58:03,199,N,M,Poli,Engenharia Química ,4,0,Negócios,Sim,"15, 112, 199, 287",19,4
16/05/2018 21:59:04,16,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Negócios,Sim,"16, 17, 98",24,3
16/05/2018 22:05:53,300,N,M,IME,Bacharelado em Ciência da Computação,3,0,Desenvolvedor,Sim,"5, 165, 300, 135",61,4
16/05/2018 22:11:21,237,N,M,FCF,Farmácia-Bioquímica,1,0,Designer,Sim,,0,1
16/05/2018 22:20:48,189,N,F,FAU,Design,4,0,Designer,Não,,0,1
16/05/2018 22:22:25,174,N,M,Poli,Engenharia Mecatrônica ,5,1,Cientista de Dados,Sim,"18, 185, 174, 324",28,4
16/05/2018 22:24:40,18,N,M,Poli,Engenharia Mecatrônica ,5,0,Negócios,Sim,"18, 185, 174, 324",28,4
16/05/2018 22:29:27,307,N,M,Poli,Engenharia Mecatrônica ,2,1,Desenvolvedor,Sim,"23, 240, 307, 320",38,4
16/05/2018 22:35:05,120,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Sim,,0,1
16/05/2018 22:41:22,137,S,M,Poli,Engenharia Elétrica,5,1,Desenvolvedor,Sim,"137, 213, 276",15,3
16/05/2018 22:41:27,324,N,M,Poli,Engenharia de Minas,5,0,Desenvolvedor,Sim,"18, 185, 174, 324",28,4
16/05/2018 22:42:47,213,S,M,Poli,Engenharia Civil,5,1,Cientista de Dados,Sim,"137, 213, 276",15,3
16/05/2018 22:43:54,215,N,M,IME,Pós-graduação em Ciência da Computação,Pós-graduação,1,Cientista de Dados,Não,,0,1
16/05/2018 22:44:10,276,S,F,Poli,Engenharia de Materiais,5,0,Cientista de Dados,Sim,"137, 213, 276",15,3
16/05/2018 22:44:45,185,N,M,Poli,Engenharia Elétrica,4,2,Desenvolvedor,Sim,"18, 185, 174, 324",28,4
16/05/2018 22:46:01,195,N,F,IME,Pós-graduação em Ciência da Computação,Pós-graduação,0,Cientista de Dados,Não,,0,1
16/05/2018 22:50:56,136,N,M,Poli,Engenharia da Computação,1,0,Negócios,Não,"136, 180",14,2
16/05/2018 23:08:07,247,N,M,ICMC,Bacharelado em Ciência da Computação,4,2,Desenvolvedor,Sim,"247, 208, 280",40,3
16/05/2018 23:10:25,122,N,M,IME,Bacharelado em Estatística,1,0,Cientista de Dados,Não,,0,1
16/05/2018 23:32:20,7,N,M,IME,Licenciatura em Matemática,3,0,Desenvolvedor,Não,,0,1
16/05/2018 23:54:49,191,S,F,Poli,Engenharia da Computação,4,1,Cientista de Dados,Sim,"3, 33, 191, 204",45,4
17/05/2018 00:19:22,305,N,F,FEA,,3,0,Negócios,Não,,0,1
17/05/2018 00:27:52,201,N,M,EACH,Bacharelado em Sistemas de Informação,2,1,Negócios,Sim,"42, 107, 201, 205",57,4
17/05/2018 00:35:42,26,N,M,Poli,Engenharia Mecatrônica ,5,0,Desenvolvedor,Sim,"26, 28",43,2
17/05/2018 00:46:39,205,N,M,EACH,Bacharelado em Sistemas de Informação,2,1,Desenvolvedor,Sim,"42, 107, 201, 205",57,4
17/05/2018 00:59:01,232,N,M,FEA,Pós-graduação em Empreendedorismo e Inovação,Pós-graduação,0,Negócios,Não,,0,1
17/05/2018 01:35:14,340,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Cientista de Dados,Não,,0,1
17/05/2018 02:32:23,345,N,M,EESC,Engenharia da Computação,2,0,Negócios,Não,,0,1
17/05/2018 03:38:46,351,S,M,IME,Bacharelado em Ciência da Computação,1,1,Cientista de Dados,Sim,"38, 197, 292, 351",53,4
17/05/2018 07:40:46,286,N,M,IME,Bacharelado em Ciência da Computação,4,0,Desenvolvedor,Não,,0,1
17/05/2018 07:51:07,282,N,M,EEL,Engenharia Bioquímica,5,0,Analista,Não,,0,1
17/05/2018 08:01:46,228,S,M,EACH,Bacharelado em Sistemas de Informação,2,1,Desenvolvedor,Sim,"12, 75, 228, 245",12,4
17/05/2018 08:08:39,131,S,M,IME,Bacharelado em Ciência da Computação,1,0,Desenvolvedor,Sim,"64, 131, 357, 358",70,4
17/05/2018 08:15:08,365,N,M,IME,Bacharelado em Ciência da Computação,2,0,Desenvolvedor,Sim,"188, 214, 304, 365",29,4
17/05/2018 08:16:17,180,N,M,Poli,Engenharia da Computação,1,0,Desenvolvedor,Sim,"136, 180",14,2
17/05/2018 08:16:59,233,N,M,Poli,Engenharia Elétrica,2,0,Negócios,Não,,0,1
17/05/2018 08:46:23,323,S,F,IME,Bacharelado em Ciência da Computação,3,1,Desenvolvedor,Sim,"10, 270, 299, 323",2,4
17/05/2018 08:46:26,299,S,F,IME,Bacharelado em Estatística,4,0,Cientista de Dados,Sim,"10, 270, 299, 323",2,4
17/05/2018 08:48:20,84,N,M,IF,Bacharelado em Física,4,1,Cientista de Dados,Não,"84, 97",73,2
17/05/2018 09:07:08,45,S,M,IME,Bacharelado em Ciência da Computação,3,2,Desenvolvedor,Sim,"45, 54, 281, 296",59,4
17/05/2018 09:18:13,154,N,M,EESC,Engenharia Elétrica,5,2,Desenvolvedor,Não,"154, 294",21,2
17/05/2018 09:30:59,54,S,M,IME,Bacharelado em Ciência da Computação,4,1,Desenvolvedor,Sim,"45, 54, 281, 296",59,4
17/05/2018 09:46:56,146,N,F,EACH,Bacharelado em Sistemas de Informação,5,2,Desenvolvedor,Sim,,0,1
17/05/2018 09:52:26,8,N,F,FCF,Farmácia-Bioquímica,4,0,Negócios,Não,,0,1
17/05/2018 09:52:31,182,N,F,EACH,Bacharelado em Sistemas de Informação,5,2,Desenvolvedor,Não,,0,1
17/05/2018 09:59:10,98,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Designer,Sim,"16, 17, 98",24,3
17/05/2018 10:00:51,17,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Sim,"16, 17, 98",24,3
17/05/2018 10:06:36,14,N,M,EACH,Bacharelado em Sistemas de Informação,1,0,Desenvolvedor,Sim,"12, 14, 190, 193",11,4
